disaron:nom,dc:title,disaron:Complement_titre,disaron:chapeau,disaron:Auteur,disaron:categorie,disaron:sous_collection,disaron:theme,disaron:annees_reference,disaron:descripteur,disaron:niveau_geographique,disaron:Date_premiere_publication,disaron:date_derniere_publication,ecm:versionLabel,disaron:Numerotation,url,nb de fichiers,noms des fichiers,urls des fichiers,E
IraCex23112,"Commerce extérieur agroalimentaire. En juillet 2023, forte baisse sur un an de l’excédent des produits agricoles bruts","Importations, exportations, solde commercial par pays et produits en juillet 2023","En juillet 2023, l’excédent des échanges agroalimentaires français atteint 776 millions d’euros. Il diminue de nouveau sur un an (- 237 millions d’euros par rapport à juillet 2022) du fait de la baisse des exportations (- 293 millions d’euros sur un an), légèrement atténuée par le recul des importations. Le solde des produits agricoles bruts chute (- 324 millions d’euros sur un an) à 134 millions d’euros sous l’effet de la baisse des exportations de céréales et se rapproche de son niveau moyen 2018-2022. A contrario, l’excédent commercial en produits transformés augmente (+ 87 millions) à 643 millions. Malgré le recul des ventes de spiritueux et de viandes, les exportations de produits transformés progressent, tirées par les « autres produits alimentaires » (le chocolat et les confiseries notamment), les produits issus de la seconde transformation des céréales mais aussi par les préparations à base de fruits et légumes alors que les importations restent relativement stables. En juillet 2023, la baisse de l'excédent commercial agroalimentaire provient pour près de 80 % de la dégradation des échanges avec l’UE.","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFCOM,COMEXT,2023,,FRANCE,2023/09/15 10:00,2023/09/15 10:00,0.1,2023-112,https://agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex23112/detail/,3,"[""2023_112inforapcommerceext.pdf"", ""conjinforap2023112ce_tdb.pdf"", ""2023_112donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23112/2023_112inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23112/conjinforap2023112ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23112/2023_112donneescommerceext.xls""]",
IraCex23127,"Commerce extérieur agroalimentaire. En août 2023, l’excédent des produits agricoles bruts toujours en forte baisse sur un an","Importations, exportations, solde commercial par pays et produits en août 2023","En août 2023, l’excédent des échanges agroalimentaires français atteint 453 millions d’euros. Il diminue de nouveau sur un an (- 541 millions d’euros par rapport à août 2022) du fait de la baisse des exportations (- 733 millions sur un an), atténuée seulement en partie par le recul des importations (- 192 millions sur un an). Le solde des produits agricoles bruts chute (- 646 millions d’euros sur un an) à 112 millions d’euros sous l’effet de la baisse des exportations de céréales et devient ainsi inférieur de près de 50 % au niveau moyen 2018- 2022 pour un mois d’août. L’excédent commercial en produits transformés augmente (+ 105 millions) à 340 millions. Le recul des importations (principalement des produits préparés de la pêche) fait plus que contrebalancer la diminution des exportations qui pâtissent du recul des ventes de vins et spiritueux. En août 2023, la baisse de l'excédent commercial agroalimentaire provient pour près de 90 % de la dégradation des échanges avec les pays tiers.","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFCOM,COMEXT,2023,,FRANCE,2023/10/12 10:00,2023/10/12 10:00,0.1,2023-127,https://agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex23127/detail/,4,"[""2023_127inforapcommerceext.pdf"", ""conjinforap2023127ce_tdb.pdf"", ""2023_127donneescommerceext.xls"", ""2023-127_Données-complémentaires.7z""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23127/2023_127inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23127/conjinforap2023127ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23127/2023_127donneescommerceext.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23127/2023-127_Données-complémentaires.7z""]",
IraCex2314,"Commerce extérieur agroalimentaire. En 2022, malgré un repli depuis novembre, l’excédent agroalimentaire atteint son plus haut niveau annuel depuis 2013","Importations, exportations, solde commercial par pays et produits en décembre 2022","En décembre 2022, l'excédent des échanges agroalimentaires atteint 467 millions d'euros. Il diminue sur un an de 103 millions. Sur l’ensemble de l’année 2022, l’excédent français s’élève à 10,3 milliards d’euros, en augmentation de 2,1 milliards par rapport à 2021. Ce niveau, supérieur de 3,5 milliards d’euros à la moyenne 2017-2021, est le plus élevé depuis 2013. Contrairement aux années récentes, cette croissance de l’excédent est principalement portée par les produits bruts à travers les exportations de céréales, qui tirent parti de la hausse des cours mondiaux. L’excédent des produits bruts augmente ainsi de 3,9 milliards par rapport à 2021 (à 4,7 milliards d’euros) et atteint son plus haut niveau historique. A l’inverse, l’excédent des produits transformés (5,6 milliards d’euros) diminue de 1,8 milliard sur un an du fait de la hausse sensible des importations, principalement de viandes. Géographiquement, la réduction du déficit des échanges avec l’UE contribue pour près de 60 % à la progression de l’excédent global sur un an.","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFCOM,COMEXT,2022,,FRANCE,2023/02/13 10:00,2023/02/13 10:00,0.1,2023-14,https://agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex2314/detail/,3,"[""2023_14inforapcommerceext.pdf"", ""conjinforap202314ce_tdb.pdf"", ""2023_14donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2314/2023_14inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2314/conjinforap202314ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2314/2023_14donneescommerceext.xls""]",
IraCex23140,"Commerce extérieur agroalimentaire. En septembre 2023, la baisse des exportations sur un an pénalise l’excédent agroalimentaire","Importations, exportations, solde commercial par pays et produits en septembre 2023","En septembre 2023, l’excédent des échanges agroalimentaires français atteint 579 millions d’euros. Il diminue de nouveau sur un an (- 377 millions d’euros par rapport à septembre 2022) du fait de la baisse des exportations (- 763 millions sur un an), atténuée cependant par le recul des importations (- 385 millions sur un an). La baisse des exportations de céréales continue de peser sur le solde des produits agricoles bruts qui recule derechef (- 268 millions d’euros sur un an) à 133 millions d’euros. L’excédent commercial en produits transformés diminue également (- 109 millions) à 446 millions. Le recul des exportations (principalement de vins et spiritueux) est supérieur à celui des importations (notamment en produits préparés de la pêche et en produits laitiers). En septembre 2023, la baisse de l'excédent commercial agroalimentaire provient pour près de 60 % de la dégradation des échanges avec les pays tiers.","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFCOM,COMEXT,2023,,FRANCE,2023/11/14 10:00,2023/11/14 10:00,0.1,2023-140,https://agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex23140/detail/,4,"[""2023_140inforapcommerceext.pdf"", ""conjinforap2023140ce_tdb.pdf"", ""2023_140donneescommerceext.xls"", ""2023-140_Données-complémentaires.7z""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23140/2023_140inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23140/conjinforap2023140ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23140/2023_140donneescommerceext.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23140/2023-140_Données-complémentaires.7z""]",
IraCex23157,"Commerce extérieur agroalimentaire. En octobre 2023, la dégradation des échanges de produits bruts sur un an continue de peser sur l’excédent agroalimentaire","Importations, exportations, solde commercial par pays et produits en octobre 2023","En octobre 2023, l’excédent des échanges agroalimentaires français atteint 723 millions d’euros. Il diminue de nouveau sur un an (- 586 millions d’euros par rapport à octobre 2022) du fait de la baisse des exportations (- 617 millions sur un an). La chute des ventes de céréales continue de peser sur le solde des produits agricoles bruts qui recule sur un an pour le neuvième mois consécutif (- 592 millions d’euros) à 96 millions. L’excédent commercial en produits transformés augmente légèrement (+ 6 millions) à 627 millions. Le recul des exportations (principalement de vins et spiritueux) est contrebalancé par celui des importations (notamment en produits préparés de la pêche). En octobre 2023, la baisse de l'excédent commercial agroalimentaire provient principalement de la dégradation des échanges avec les pays tiers.","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFCOM,COMEXT,2023,,FRANCE,2023/12/13 00:00,2024/02/13 09:45,0.2,2023-157,https://agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex23157/detail/,4,"[""2023_157inforapcommerceext.pdf"", ""conjinforap2023157ce_tdb.pdf"", ""2023_157donneescommerceext.xls"", ""2023-157_Données-complémentaires.7z""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23157/2023_157inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23157/conjinforap2023157ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23157/2023_157donneescommerceext.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex23157/2023-157_Données-complémentaires.7z""]",
IraCex2325,"Commerce extérieur agroalimentaire. En janvier 2023, chute de l’excédent agroalimentaire sous l’effet de la hausse des importations de produits transformés","Importations, exportations, solde commercial par pays et produits en janvier 2023","En janvier 2023, l’excédent des échanges agroalimentaires français atteint 464 millions d’euros. Il diminue sur un an (- 236 millions d’euros par rapport à janvier 2022) car la croissance des importations (+ 790 millions d’euros sur un an) est supérieure à celle des exportations (+ 554 millions d’euros). Le solde des produits agricoles bruts augmente (+ 49 millions d’euros sur un an) pour atteindre 341 millions d’euros sous l’effet de la hausse des exportations, principalement d’oléagineux, de céréales et de légumes. A l’inverse, l’excédent commercial en produits transformés (123 millions) recule de 284 millions d’euros par rapport à janvier 2022. La progression des importations, tirée notamment par les viandes et produits de l’abattage mais aussi par les autres produits alimentaires (les chocolats et confiseries notamment) et les produits laitiers, est supérieure à celle des exportations. En janvier, la baisse de l'excédent commercial agroalimentaire provient uniquement des échanges avec l’UE.","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFPRIX,COMEXT,2023,,FRANCE,2023/03/15 10:00,2023/03/15 10:00,0.1,2023-25,https://agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex2325/detail/,3,"[""2023_25inforapcommerceext.pdf"", ""conjinforap202325ce_tdb.pdf"", ""2023_25donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2325/2023_25inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2325/conjinforap202325ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2325/2023_25donneescommerceext.xls""]",
IraCex2336,"Commerce extérieur agroalimentaire. En février 2023, un excédent agroalimentaire français inférieur de 25 % à celui de février 2022","Importations, exportations, solde commercial par pays et produits en février 2023","En février 2023, l’excédent des échanges agroalimentaires français est de 571 millions d’euros. Il diminue de nouveau sur un an (- 193 millions d’euros par rapport à février 2022) car la croissance des importations (+ 526 millions d’euros sur un an) est de nouveau supérieure à celle des exportations (+ 333 millions d’euros). Le solde des produits agricoles bruts recule (- 20 millions d’euros sur un an) pour atteindre 339 millions d’euros sous l’effet de la stabilisation des exportations et de la hausse des importations, principalement de légumes et de fruits. De même, l’excédent commercial en produits transformés diminue à 232 millions (- 173 millions d’euros par rapport à février 2022). La progression des importations, tirée notamment par les viandes et produits de l’abattage mais aussi par les produits à base de fruits et légumes et les produits laitiers, est supérieure à celle des exportations. En février, la baisse de l'excédent commercial agroalimentaire provient principalement des échanges avec l’UE.","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFPRIX,COMEXT,2023,,FRANCE,2023/04/12 10:00,2023/04/12 10:00,0.2,2023-36,https://agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex2336/detail/,3,"[""2023_36inforapcommerceext.pdf"", ""conjinforap202336ce_tdb.pdf"", ""2023_36donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2336/2023_36inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2336/conjinforap202336ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2336/2023_36donneescommerceext.xls""]",
IraCex2348,"Commerce extérieur agroalimentaire. En mars 2023, nette dégradation de la balance agroalimentaire sur un an","Importations, exportations, solde commercial par pays et produits en mars 2023","En mars 2023, l’excédent des échanges agroalimentaires français atteint 525 millions d’euros, plus faible niveau pour un mois de mars depuis 2009. Il chute sur un an (- 651 millions d’euros par rapport à mars 2022) sous l’effet de la croissance des importations (+ 614 millions d’euros sur un an) alors que les exportations restent relativement stables (- 37 millions d’euros). Le solde des produits agricoles bruts diminue sensiblement à 26 millions d’euros (- 507 millions d’euros sur un an) du fait de la baisse des exportations de céréales et de la hausse des importations, principalement de légumes et de graines oléagineuses. De même, l’excédent commercial en produits transformés recule à 499 millions (- 144 millions). La progression des importations, tirée notamment par les viandes et produits de l’abattage mais aussi par les produits issus de la première et de la seconde transformation des céréales et les boissons, est supérieure à celle des exportations. En mars 2023, la baisse de l'excédent commercial agroalimentaire provient pour les trois quarts des échanges avec l’UE.","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFCOM,COMEXT,2023,,FRANCE,2023/05/15 00:00,2023/05/15 15:56,0.2,2023-48,https://agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex2348/detail/,3,"[""2023_48inforapcommerceext.pdf"", ""conjinforap202348ce_tdb.pdf"", ""2023_48donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2348/2023_48inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2348/conjinforap202348ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2348/2023_48donneescommerceext.xls""]",
IraCex2364,"Commerce extérieur agroalimentaire. En avril 2023, nouvelle dégradation de la balance commerciale agroalimentaire sur un an","Importations, exportations, solde commercial par pays et produits en avril 2023","En avril 2023, l’excédent des échanges agroalimentaires français atteint 343 millions d’euros, plus faible niveau pour un mois d’avril depuis 2009. Il diminue sur un an (- 466 millions d’euros par rapport à avril 2022) sous l’effet de la baisse des exportations (- 296 millions d’euros sur un an) conjuguée à la croissance des importations (+ 170 millions d’euros). Le solde des produits agricoles bruts diminue sensiblement (- 400 millions d’euros sur un an) et redevient déficitaire à - 143 millions d’euros pour la première fois depuis juillet 2021 principalement du fait de la baisse des exportations de céréales. De même, l’excédent commercial en produits transformés recule à 486 millions (- 66 millions). La progression des importations, tirée notamment par les boissons mais aussi par les préparations à base de fruits et légumes, est supérieure à celle des exportations. En avril 2023, la baisse de l'excédent commercial agroalimentaire provient pour près de 60 % des échanges avec les pays tiers.","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFCOM,COMEXT,2023,,FRANCE,2023/06/12 10:00,2023/06/12 10:00,0.1,2023-64,https://agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex2364/detail/,3,"[""2023_64inforapcommerceext.pdf"", ""conjinforap202364ce_tdb.pdf"", ""2023_64donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2364/2023_64inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2364/conjinforap202364ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2364/2023_64donneescommerceext.xls""]",
IraCex2382,"Commerce extérieur agroalimentaire. En mai 2023, le recul des exportations tire de nouveau l’excédent agroalimentaire français vers le bas","Importations, exportations, solde commercial par pays et produits en mai 2023","En mai 2023, l’excédent des échanges agroalimentaires français atteint 326 millions d’euros et diminue sur un an (- 322 millions d’euros par rapport à mai 2022) principalement sous l’effet de la diminution des exportations vers les pays-tiers (- 283 millions d’euros sur un an). Le solde des produits agricoles bruts recule (- 191 millions d’euros sur un an) et affiche un déficit pour le deuxième mois consécutif à - 88 millions d’euros sous l’effet de la baisse des exportations de céréales. De même, l’excédent commercial en produits transformés diminue (- 132 millions) à 414 millions : la progression des importations est notamment tirée par les préparations à base de fruits et légumes mais aussi par les « autres produits alimentaires » alors que les exportations sont quasi-stables. En mai 2023, la baisse de l'excédent commercial agroalimentaire provient pour plus de 60 % de la dégradation des échanges avec l’UE.","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFCOM,COMEXT,2023,,FRANCE,2023/07/13 10:00,2023/07/13 10:00,0.1,2023-82,https://agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex2382/detail/,3,"[""2023_82inforapcommerceext.pdf"", ""conjinforap202382ce_tdb.pdf"", ""2023_82donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2382/2023_82inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2382/conjinforap202382ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2382/2023_82donneescommerceext.xls""]",
IraCex2403,"Commerce extérieur agroalimentaire. En novembre 2023, la baisse des exportations de céréales sur un an se poursuit","Importations, exportations, solde commercial par pays et produits en novembre 2023 ","En novembre 2023, l’excédent des échanges agroalimentaires français atteint 713 millions d’euros. Il diminue de nouveau sur un an (- 157 millions d’euros par rapport à novembre 2022) du fait de la baisse des exportations (- 446 millions sur un an) supérieure à celle des importations (- 289 millions sur un an). La chute des ventes de céréales reste la principale cause du repli du solde des produits agricoles bruts sur un an (- 348 millions d’euros) à 53 millions. A contrario, l’excédent commercial en produits transformés augmente (+ 191 millions) à 660 millions. Le recul des exportations (principalement de vins et spiritueux) est largement contrebalancé par celui des importations (notamment en produits préparés de la pêche). En novembre 2023, la baisse de l'excédent commercial agroalimentaire provient principalement de la dégradation des échanges avec les pays tiers.","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFCOM,COMEXT,2023,,FRANCE,2024/01/15 10:00,2024/01/15 10:00,0.1,2024-3,https://agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex2403/detail/,4,"[""2024_03inforapcommerceext.pdf"", ""conjinforap202403ce_tdb.pdf"", ""2024_03donneescommerceext.xls"", ""2024-03_Données-complémentaires.7z""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2403/2024_03inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2403/conjinforap202403ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2403/2024_03donneescommerceext.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2403/2024-03_Données-complémentaires.7z""]",
IraCex24106,"Commerce extérieur agroalimentaire. En juin 2024, l’excédent agroalimentaire se contracte légèrement sous l’effet du recul des exportations de boissons","Importations, exportations, solde commercial par pays et produits en juin 2024","En juin 2024, l’excédent des échanges agroalimentaires français atteint 384 M€, en baisse de 7 M€ sur un an, du fait d’une diminution des exportations (- 543 M€, soit - 8 % sur un an) légèrement supérieure à celle des importations (- 537 M€, soit - 8 %). Le déficit des produits agricoles bruts se réduit de 152 M€ sur un an pour atteindre 21 M€, principalement sous l’effet de la réduction des importations de graines oléagineuses et de fruits et légumes. La diminution de l’excédent commercial en produits transformés de 159 M€ sur un an, à 406 M€, résulte avant tout de la baisse des exportations de boissons et plus particulièrement de vins et spiritueux. En juin 2024, le recul de l'excédent commercial agroalimentaire découle principalement de la dégradation des échanges avec les pays tiers.","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFCOM,COMEXT,2024,,FRANCE,2024/09/10 10:00,2024/09/10 10:00,0.1,2024-106,https://agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex24106/detail/,4,"[""2024_106inforapcommerceext.pdf"", ""conjinforap2024106ce_tdb.pdf"", ""2024-106_Données-complémentaires.7z"", ""2024_106donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex24106/2024_106inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex24106/conjinforap2024106ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex24106/2024-106_Données-complémentaires.7z"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex24106/2024_106donneescommerceext.xls""]",
IraCex24110,"Commerce extérieur agroalimentaire. En juillet 2024, le recul des ventes de céréales pèse sur l’excédent agroalimentaire français","Importations, exportations, solde commercial par pays et produits en juillet 2024","En juillet 2024, l’excédent des échanges agroalimentaires français atteint 639 M€, en baisse de 118 M€ sur un an du fait de la croissance des importations (+ 634 M€, soit + 11 % sur un an) supérieure à celle des exportations (+ 515 M€, soit + 8 %). Le solde des produits agricoles bruts se dégrade de 198 M€ sur un an et affiche un déficit de - 62 M€, principalement sous l’effet de la réduction des exportations de céréales. L’augmentation de l’excédent commercial en produits transformés de 79 M€ sur un an à 702 M€ résulte de la croissance des exportations, notamment en vins, en produits laitiers et en chocolats et confiseries, supérieure à celle des importations. En juillet 2024, le recul de l'excédent commercial agroalimentaire découle de la dégradation des échanges avec les pays tiers.","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFCOM,COMEXT,2024,,FRANCE,2024/09/12 10:00,2024/09/12 10:00,0.1,2024-110,https://agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex24110/detail/,4,"[""2024_110inforapcommerceext.pdf"", ""conjinforap2024110ce_tdb.pdf"", ""2024-110_Données-complémentaires.7z"", ""2024_110donneescommerceext.xls""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex24110/2024_110inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex24110/conjinforap2024110ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex24110/2024-110_Données-complémentaires.7z"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex24110/2024_110donneescommerceext.xls""]",
IraCex24128,"Commerce extérieur agroalimentaire. En août 2024, la baisse des disponibilités en céréales dans l’Hexagone impacte l’excédent agroalimentaire","Importations, exportations, solde commercial par pays et produits en août 2024","En août 2024, l’excédent des échanges agroalimentaires français atteint 57 M€, en baisse sensible de 382 M€ sur un an du fait de la diminution marquée des exportations (- 369 M€, soit - 6 % sur un an), les importations restant quasi-stables sur un an (+ 12 M€). Le solde des produits agricoles bruts se dégrade de 316 M€ sur un an et affiche un déficit de 211 M€, principalement sous l’effet de la réduction des exportations de céréales. La baisse de l’excédent commercial en produits transformés (- 66 M€ sur un an à 268 M€) résulte de la réduction des exportations, principalement en boissons et en produits issus de la transformation des céréales. Ce recul est atténué par la baisse des importations d’huiles, de tourteaux et de corps gras. En août 2024, la réduction de l'excédent commercial agroalimentaire découle essentiellement de la dégradation des échanges avec les pays tiers.","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFCOM,COMEXT,2024,,FRANCE,2024/10/15 00:00,2024/10/15 12:39,0.2,2024-128,https://agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex24128/detail/,4,"[""2024_128inforapcommerceext.pdf"", ""conjinforap2024128ce_tdb.pdf"", ""2024_128donneescommerceext.xls"", ""2024-128_Données-complémentaires.zip""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex24128/2024_128inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex24128/conjinforap2024128ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex24128/2024_128donneescommerceext.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex24128/2024-128_Données-complémentaires.zip""]",
IraCex2413,"Commerce extérieur agroalimentaire. En 2023, la baisse des exportations de céréales pèse sur l’excédent agroalimentaire après un niveau 2022 élevé","Importations, exportations, solde commercial par pays et produits en décembre 2023, bilan du commerce extérieur agroalimentaire de la France de l'année 2023","En décembre 2023, l'excédent des échanges agroalimentaires atteint 591 millions d'euros. Il augmente sur un an de 147 millions. Sur l’ensemble de l’année 2023, l’excédent français s’élève à 6,5 milliards d’euros et perd 3,7 milliards par rapport au haut niveau de 2022 lié au contexte de la guerre en Ukraine et de la flambée des prix des céréales. Ce recul marqué est principalement dû à celui des exportations de céréales sur fond de baisse des cours sur les marchés mondiaux : l’excédent des produits bruts perd ainsi 3,6 milliards par rapport à 2022 (à 1,2 milliard d’euros). En parallèle, l’excédent des produits transformés (5,4 milliards d’euros) diminue légèrement (- 0,1 milliard sur un an), la hausse des importations étant en grande partie compensée par la croissance des exportations. Géographiquement, la réduction de l’excédent des échanges avec les pays tiers contribue pour un peu plus de la moitié à la baisse de l’excédent global sur un an.","[{nom_auteur=Champagnol, prenom_auteur=Thibaut, Structure=SSP}]",NATIONAL,INFCOM,COMEXT,2023,,FRANCE,2024/02/13 10:00,2024/02/13 10:00,0.1,2024-13,https://agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex2413/detail/,4,"[""2024_13inforapcommerceext.pdf"", ""conjinforap202413ce_tdb.pdf"", ""2024_13donneescommerceext.xls"", ""2024-13_Données-complémentaires.7z""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2413/2024_13inforapcommerceext.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2413/conjinforap202413ce_tdb.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2413/2024_13donneescommerceext.xls"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraCex2413/2024-13_Données-complémentaires.7z""]",
