Disaron_lien_origine,Nom_Disaron,Titre Disaron,Paru le,Annee_1re publication,Publication-Tableau-Carte,Collection Libellé Agreste,Sous-Collection Libellé Agreste,Sous-collection (nom court),Thèmes_CORRIGÉS,Thème CORRIGÉ-1,Thème CORRIGÉ-2,NB-THEM,Pondération,Descripteurs
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPra23100/detail/,IraPra23100,Prairies. Une pousse d'herbe inférieure de 4 % à la normale fin août,2023_08,2023,p,Conjoncture – Infos Rapides,Infos Rap - Prairies,Prairies,FOURRAGE,FOURRAGE,,1,780,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg2392/detail/,IraLeg2392,Melon. Une production en forte baisse en 2023 et des prix élevés depuis le début de la campagne,2023_08,2023,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,539,MELON
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru2396/detail/,IraFru2396,Pêche. Une production de pêches en 2023 supérieure de 3 % à la moyenne quinquennale,2023_08,2023,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,462,PÊCHE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo2398/detail/,IraAbo2398,"Bovins. En juillet 2023, nouvelle baisse des abattages de bovins",2023_08,2023,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,441,BOVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo23101/detail/,IraAbo23101,"Porcins. En juillet 2023, des cours du porc au-dessus du seuil des 2,50 € par kg",2023_08,2023,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,396,PORCIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo2399/detail/,IraAbo2399,"Ovins. En juillet 2023, net repli des abattages d’ovins",2023_08,2023,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,396,OVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri23102/detail/,IraPri23102,"Prix agricoles et alimentaires. En juillet 2023, le recul sur un an des prix à la production des produits agricoles se poursuit : - 6,0 %, après - 6,3 % en juin",2023_08,2023,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,317,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu23107/detail/,IraGcu23107,"Grandes cultures. En 2023, des rendements attendus en hausse pour les cultures d’automne",2023_09,2023,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,GC,GC,,1,4360,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraVit23104/detail/,IraVit23104,Viticulture. Une production viticole 2023 estimée à 45 millions d’hectolitres,2023_09,2023,p,Conjoncture – Infos Rapides,Infos Rap - Viticulture,Viticulture,VITI,VITI,,1,3011,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru23110/detail/,IraFru23110,"En 2023, une production de pommes en hausse de 12 % sur un an",2023_09,2023,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,2881,POMME
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg23116/detail/,IraLeg23116,"Tomate. En juillet 2023, baisse des prix liée à une demande limitée par une météo maussade, mais rebond en août",2023_09,2023,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,1151,TOMATE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru23115/detail/,IraFru23115,Fraise. Une production 2023 en repli sur un an,2023_09,2023,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,925,FRAISE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru23108/detail/,IraFru23108,Pêche. Une production de pêches 2023 au niveau de la moyenne quinquennale,2023_09,2023,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,790,PÊCHE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru23109/detail/,IraFru23109,Poire. Repli de 12 % de la production de poires en 2023,2023_09,2023,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,722,POIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi23103/detail/,IraAvi23103,"Aviculture. En juillet, le redressement des abattages de volailles se poursuit",2023_09,2023,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,568,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai23111/detail/,IraLai23111,Lait. La collecte de lait de vache toujours en retrait en juillet 2023,2023_09,2023,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,553,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri23121/detail/,IraPri23121,"Prix agricoles et alimentaires. En août 2023, les prix à la production des produits agricoles continuent de baisser sur un an : - 7,3 % après - 6,1 % en juillet",2023_09,2023,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,440,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr23106/detail/,IraCpr23106,"Coûts de production. Prix des intrants en juillet 2023 : -1,1 % sur un mois, -7,8 % sur un an",2023_09,2023,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,431,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex23105/detail/,IraCex23105,"Commerce extérieur agroalimentaire. En juin 2023, la hausse des importations de produits transformés pèse sur l’excédent agroalimentaire français",2023_09,2023,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,419,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAla23113/detail/,IraAla23113,"Alimentation animale. Au deuxième trimestre 2023, hausse sur un an de la production et des prix des aliments pour animaux",2023_09,2023,p,Conjoncture – Infos Rapides,Infos Rap - Alimentation animale,Alimentation animale,PRAELEV,PRAELEV,,1,390,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex23112/detail/,IraCex23112,"Commerce extérieur agroalimentaire. En juillet 2023, forte baisse sur un an de l’excédent des produits agricoles bruts",2023_09,2023,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,331,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPra23117/detail/,IraPra23117,"Prairies. Au 20 septembre, une pousse d’herbe inférieure de 8 % à la normale",2023_09,2023,p,Conjoncture – Infos Rapides,Infos Rap - Prairies,Prairies,FOURRAGE,FOURRAGE,,1,329,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo23118/detail/,IraAbo23118,"Bovins. En août 2023, poursuite du recul des abattages de bovins",2023_09,2023,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,270,BOVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo23119/detail/,IraAbo23119,"Porcins. En août, des abattages de porcs de nouveau en repli",2023_09,2023,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,254,PORCIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg23114/detail/,IraLeg23114,Concombre. Un marché pénalisé par une demande limitée lors des périodes fraîches et pluvieuses,2023_09,2023,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,212,CONCOMBRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo23120/detail/,IraAbo23120,"Ovins. En août 2023, nouveau repli des abattages d’agneaux",2023_09,2023,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,200,OVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu23124/detail/,IraGcu23124,"Grandes cultures. En 2023, hausse globale des productions d’automne",2023_10,2023,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,GC,GC,,1,4624,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraVit23123/detail/,IraVit23123,Viticulture. Une production viticole 2023 estimée à 46 millions d’hl,2023_10,2023,p,Conjoncture – Infos Rapides,Infos Rap - Viticulture,Viticulture,VITI,VITI,,1,3711,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru23126/detail/,IraFru23126,"Pomme. En octobre 2023, une production de pommes en hausse de 12 % sur un an",2023_10,2023,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,1065,POMME
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex23127/detail/,IraCex23127,"Commerce extérieur agroalimentaire. En août 2023, l’excédent des produits agricoles bruts toujours en forte baisse sur un an",2023_10,2023,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,989,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo23132/detail/,IraAbo23132,"Bovins. En septembre 2023, nouveau recul des abattages de bovins",2023_10,2023,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,756,BOVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPra23135/detail/,IraPra23135,"Prairies. Au 20 octobre, une pousse d’herbe inférieure de 9 % à la normale",2023_10,2023,p,Conjoncture – Infos Rapides,Infos Rap - Prairies,Prairies,FOURRAGE,FOURRAGE,,1,681,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai23129/detail/,IraLai23129,Lait. La collecte de lait de vache toujours en repli en août 2023,2023_10,2023,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,627,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg23131/detail/,IraLeg23131,"Poireau. En septembre, une demande en berne et des prix peu élevés",2023_10,2023,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,584,PRIX| POIREAU| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo23133/detail/,IraAbo23133,"Porcins. En septembre, nouveau repli des abattages de porcs",2023_10,2023,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,535,PORCIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr23128/detail/,IraCpr23128,"Coûts de production. Prix des intrants en août 2023 : + 1,2% sur un mois, - 6,7 % sur un an",2023_10,2023,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,496,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo23134/detail/,IraAbo23134,"Ovins. En septembre, des abattages d’agneaux toujours en repli",2023_10,2023,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,376,OVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg23130/detail/,IraLeg23130,"Endive. En 2023-2024, la production d’endives serait proche du faible niveau de la campagne précédente",2023_10,2023,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,324,ENDIVE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru23125/detail/,IraFru23125,"Poire. En octobre, repli de 13 % de la production de poires sur un an",2023_10,2023,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,297,POIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi23122/detail/,IraAvi23122,Aviculture. En août la hausse des abattages de volailles se confirme,2023_10,2023,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,188,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu23139/detail/,IraGcu23139,Grandes cultures. Récolte de tournesol 2023 : la plus élevée depuis les années 1990,2023_11,2023,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,GC,GC,,1,4472,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraVit23138/detail/,IraVit23138,Viticulture. Une production viticole 2023 estimée à 47 millions d’hl,2023_11,2023,p,Conjoncture – Infos Rapides,Infos Rap - Viticulture,Viticulture,VITI,VITI,,1,2150,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPra23146/detail/,IraPra23146,Prairies. L’année 2023 se termine avec un déficit de 8 % de la pousse d’herbe,2023_11,2023,p,Conjoncture – Infos Rapides,Infos Rap - Prairies,Prairies,FOURRAGE,FOURRAGE,,1,850,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex23140/detail/,IraCex23140,"Commerce extérieur agroalimentaire. En septembre 2023, la baisse des exportations sur un an pénalise l’excédent agroalimentaire",2023_11,2023,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,729,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru23142/detail/,IraFru23142,Pomme. Une production de pommes 2023 supérieure à la moyenne quinquennale,2023_11,2023,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,601,POMME
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi23136/detail/,IraAvi23136,"Aviculture. En septembre, le redressement des abattages de volailles se poursuit",2023_11,2023,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,418,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo23147/detail/,IraAbo23147,"Bovins. En octobre 2023, des abattages de bovins toujours en repli sur un an",2023_11,2023,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,404,BOVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr23137/detail/,IraCpr23137,"Coûts de production. Prix des intrants en septembre 2023 : + 0,1% sur un mois, - 6,9 % sur un an",2023_11,2023,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,371,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai23143/detail/,IraLai23143,Lait. Le repli de la collecte de lait de vache accélère en septembre,2023_11,2023,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,371,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri23150/detail/,IraPri23150,"Prix agricoles et alimentaires. En octobre 2023, les prix à la production des produits agricoles continuent de baisser sur un an : - 10,0 % après - 8,4 % en septembre",2023_11,2023,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,349,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru23141/detail/,IraFru23141,Poire. Une production 2023 de poires au niveau de la moyenne quinquennale,2023_11,2023,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,286,POIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAla23144/detail/,IraAla23144,"Alimentation animale. Au troisième trimestre 2023, baisse sur un an de la production et des prix des aliments pour animaux",2023_11,2023,p,Conjoncture – Infos Rapides,Infos Rap - Alimentation animale,Alimentation animale,PRAELEV,PRAELEV,,1,249,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo23148/detail/,IraAbo23148,Porcins. Des abattages de porcs toujours en recul en octobre,2023_11,2023,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,230,PORCIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru23145/detail/,IraFru23145,"Stocks Pommes-Poires. Fin octobre 2023, des stocks de pommes en baisse de 8 % sur un an",2023_11,2023,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,230,STOCK| POMME| POIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo23149/detail/,IraAbo23149,"Ovins. En octobre, nouveau repli des abattages d’agneaux",2023_11,2023,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,226,OVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu23156/detail/,IraGcu23156,"Grandes cultures. Baisse des surfaces des cultures d’hiver pour la récolte 2024, à l’exception du colza",2023_12,2023,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,GC,GC,,1,3610,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg23158/detail/,IraLeg23158,"Tomate. Une production soutenue en fin de campagne, mais en recul sur un an",2023_12,2023,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,708,TOMATE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri23164/detail/,IraPri23164,"Prix agricoles et alimentaires. En novembre 2023, les prix à la production des produits agricoles continuent de reculer sur un an : - 9,8 % après - 10,0 % en octobre",2023_12,2023,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,593,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex23157/detail/,IraCex23157,"Commerce extérieur agroalimentaire. En octobre 2023, la dégradation des échanges de produits bruts sur un an continue de peser sur l’excédent agroalimentaire",2023_12,2023,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,542,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr23153/detail/,IraCpr23153,"Coûts de production. Prix des intrants en octobre 2023 : - 0,5% sur un mois, - 9,4 % sur un an",2023_12,2023,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,504,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo23161/detail/,IraAbo23161,Porcins. Les abattages de porcs se redressent en novembre,2023_12,2023,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,482,PORCIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai23159/detail/,IraLai23159,Lait. La collecte de lait de vache toujours en fort retrait en octobre,2023_12,2023,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,465,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo23160/detail/,IraAbo23160,"Bovins. En novembre 2023, nouveau repli des abattages de bovins",2023_12,2023,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,370,BOVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg23154/detail/,IraLeg23154,"Melon. Une production abondante en 2023, malgré un début de campagne compliqué en raison d’un manque d’ensoleillement",2023_12,2023,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,366,MELON
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg23151/detail/,IraLeg23151,"Concombre. Un marché fluctuant en 2023, impacté par les conditions météorologiques",2023_12,2023,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,250,CONCOMBRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg23163/detail/,IraLeg23163,"Chou-fleur. Une hausse historique des prix en novembre, dans un contexte de déficit de produit en Europe",2023_12,2023,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,186,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi23152/detail/,IraAvi23152,"Aviculture. En octobre, des abattages de volailles en léger repli sur un an",2023_12,2023,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,180,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg23155/detail/,IraLeg23155,Courgette. Une campagne caractérisée par une offre réduite et des prix variables,2023_12,2023,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,163,COURGETTE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo23162/detail/,IraAbo23162,"Ovins. En novembre, des abattages d’agneaux toujours en retraits",2023_12,2023,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,130,OVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr2404/detail/,IraCpr2404,"Coûts de production. Prix des intrants en novembre 2023 : - 1,2 % sur un mois, - 9,7 % sur un an",2024_01,2024,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,584,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex2403/detail/,IraCex2403,"Commerce extérieur agroalimentaire. En novembre 2023, la baisse des exportations de céréales sur un an se poursuit",2024_01,2024,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,496,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri2410/detail/,IraPri2410,"Prix agricoles et alimentaires. En décembre 2023, recul sur un an des prix à la production des produits agricoles : - 7,8 % après - 10 % en novembre",2024_01,2024,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,429,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai2402/detail/,IraLai2402,Lait. La collecte de lait de vache toujours au plus bas en novembre,2024_01,2024,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,406,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo2405/detail/,IraAbo2405,"Bovins. En décembre, poursuite de la baisse des abattages de bovins",2024_01,2024,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,401,BOVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi2401/detail/,IraAvi2401,"Aviculture. En novembre, légère hausse sur un an des abattages de volailles",2024_01,2024,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,370,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru2408/detail/,IraFru2408,"Fin décembre 2023, des stocks de pommes stables sur un an",2024_01,2024,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,356,STOCK| POMME| POIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo2407/detail/,IraAbo2407,"Ovins. En décembre 2023, nouveau repli des abattages d’agneaux",2024_01,2024,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,325,OVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo2406/detail/,IraAbo2406,"Porcins. En décembre, net recul des abattages de porcins",2024_01,2024,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,296,PORCIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg2409/detail/,IraLeg2409,Poireau. Une récolte abondante pendant l’automne,2024_01,2024,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,191,PRIX| POIREAU| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu2414/detail/,IraGcu2414,Grandes cultures. Hiver 2023 : forte baisse des semis de céréales,2024_02,2024,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,GC,GC,,1,2997,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex2413/detail/,IraCex2413,"Commerce extérieur agroalimentaire. En 2023, la baisse des exportations de céréales pèse sur l’excédent agroalimentaire après un niveau 2022 élevé",2024_02,2024,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,2467,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri2422/detail/,IraPri2422,"Prix agricoles et alimentaires. En janvier 2024, les prix à la production des produits agricoles reculent de 8,2 % sur un an",2024_02,2024,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,1111,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg2416/detail/,IraLeg2416,Carotte. Un prix de la carotte élevé dans un contexte d’offre proche des campagnes précédentes,2024_02,2024,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,807,CAROTTE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAla2417/detail/,IraAla2417,"Alimentation animale. Au dernier trimestre 2023, légère hausse de la production et forte baisse du prix des aliments pour animaux sur un an",2024_02,2024,p,Conjoncture – Infos Rapides,Infos Rap - Alimentation animale,Alimentation animale,PRAELEV,PRAELEV,,1,735,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai2415/detail/,IraLai2415,Lait. La collecte de lait de vache est en retrait sur l’ensemble de l’année,2024_02,2024,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,654,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo2419/detail/,IraAbo2419,"Bovins.En janvier, nouveau recul des abattages de bovins",2024_02,2024,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,623,BOVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr2412/detail/,IraCpr2412,"Coûts de production. Prix des intrants en décembre 2023 : - 1,4 % sur un mois, - 9,7 % sur un an",2024_02,2024,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,464,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi2411/detail/,IraAvi2411,"Aviculture. En décembre, léger recul sur un an   des abattages de volailles",2024_02,2024,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,388,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo2421/detail/,IraAbo2421,"Ovins. En janvier 2024, des abattages d’agneaux en très léger repli",2024_02,2024,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,385,OVIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg2418/detail/,IraLeg2418,"Endive. A l’automne 2023, net recul de la production d’endives et prix à la production fermes",2024_02,2024,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,323,ENDIVE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo2420/detail/,IraAbo2420,"Porcins. En janvier, redressement relatif des abattages de porcins",2024_02,2024,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,312,PORCIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi2423/detail/,IraAvi2423,"Aviculture. En janvier, redressement des abattages de volailles",2024_03,2024,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,735,
