Disaron_lien_origine,Nom_Disaron,Titre Disaron,Paru le,Annee_1re publication,Publication-Tableau-Carte,Collection Libellé Agreste,Sous-Collection Libellé Agreste,Sous-collection (nom court),Thèmes_CORRIGÉS,Thème CORRIGÉ-1,Thème CORRIGÉ-2,NB-THEM,Pondération,Descripteurs
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri014/detail/,IraPri014,"Prix agricoles alimentaires : En décembre 2018, nouvelle hausse des prix des produits agricoles à la production",2019_01,2019,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,43,INDICE| CONJONCTURE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr004/detail/,IraCpr004,"Coûts de production. En novembre, le prix d’achat des intrants diminue par rapport au mois précédent mais augmente sur un an",2019_01,2019,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,34,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo012/detail/,IraAbo012,"Porcins. En 2018, le cours du porc charcutier reste bas",2019_01,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,30,ABATTAGE D'ANIMAUX| PRIX| PRODUCTION ANIMALE| CONJONCTURE| PORCIN| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai003/detail/,IraLai003,Lait. La collecte de lait de vache recule encore en novembre 2018,2019_01,2019,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,30,LAIT DE VACHE| CONJONCTURE| LAIT DE CHÈVRE| PRATIQUE D'ÉLEVAGE| COLLECTE LAITIÈRE| LAIT DE BREBIS
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru006/detail/,IraFru006,"Stocks de pommes et de poires. Fin décembre 2018, les stocks de pommes sont inférieurs à ceux de fin décembre 2017 alors que ceux de poires augmentent sur un an",2019_01,2019,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,28,PRIX| STOCK| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo011/detail/,IraAbo011,"Bovins. En novembre 2018, repli de la production de bovins",2019_01,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,27,BOVIN| ABATTAGE D'ANIMAUX| PRIX| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex005/detail/,IraCex005,"Commerce extérieur. En novembre 2018, recul de l’excédent agroalimentaire sur un an",2019_01,2019,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,24,PRODUIT AGROALIMENTAIRE| CONJONCTURE| EXPORTATION| IMPORTATION
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19010/detail/,IraLeg19010,Poireau. Offre en repli sur un an et cours très soutenus,2019_01,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,22,PRIX| POIREAU| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo013/detail/,IraAbo013,"Ovins .En novembre 2018, léger repli de la production ovine",2019_01,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,21,ABATTAGE D'ANIMAUX| OVIN| PRIX| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu017/detail/,IraGcu017,"Grandes Cultures. Semis d’hiver 2019 - Blé tendre et orges en nette progression, blé dur et colza en forte baisse",2019_02,2019,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,GC,GC,,1,168,PRIX| CONJONCTURE| RÉCOLTE| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi016/detail/,IraAvi016,"Aviculture. En 2018, relance de la filière canards gras",2019_02,2019,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,93,ABATTAGE D'ANIMAUX| PRIX| OEUF| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai018/detail/,IraLai018,Lait. Nouveau recul de la collecte de lait de vache en décembre 2018,2019_02,2019,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,40,LAIT DE VACHE| CONJONCTURE| LAIT DE CHÈVRE| PRATIQUE D'ÉLEVAGE| COLLECTE LAITIÈRE| LAIT DE BREBIS
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex019/detail/,IraCex019,"Commerce extérieur. En 2018, après deux années de baisse, l’excédent agroalimentaire se redresse, grâce aux exportations de produits bruts",2019_02,2019,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,36,PRODUIT AGROALIMENTAIRE| CONJONCTURE| EXPORTATION| IMPORTATION
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri023/detail/,IraPri023,"Prix agricoles alimentaires. En janvier 2019, hausse des prix des produits agricoles à la production sur un an",2019_02,2019,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,34,INDICE| CONJONCTURE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli015/detail/,IraCli015,Climatologie. Le froid s’installe en janvier,2019_02,2019,p,Conjoncture – Infos Rapides,Infos Rap - Climatologie,Climatologie,CLIMAT,CLIMAT,,1,23,MÉTÉOROLOGIE| CONJONCTURE| CLIMATOLOGIE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr020/detail/,IraCpr020,"Coûts de production. En décembre, le prix d’achat des intrants diminue de nouveau par rapport au mois précédent mais augmente sur un an",2019_02,2019,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,21,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19021/detail/,IraLeg19021,Chicorée. Production en repli sur un an et cours fermes pour la campagne 2018-2019 de chicorée d’hiver,2019_02,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,18,CHICORÉE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19022/detail/,IraLeg19022,Endive. Une production d’endives 2018-2019 en baisse sur un an,2019_02,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,4,ENDIVE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo035/detail/,IraAbo035,"Ovins. Entre 2011 et 2018, repli des effectifs ovins en France",2019_03,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,1795,OVIN| CHEPTEL| CONJONCTURE| PRODUCTION ANIMALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo036/detail/,IraAbo036,Caprins. Progression des effectifs caprins en France depuis 2016,2019_03,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,539,CHEPTEL| CONJONCTURE| PRODUCTION ANIMALE| CAPRIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo037/detail/,IraAbo037,"Porcins. Fin 2018, hausse des effectifs du cheptel porcin",2019_03,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,229,CHEPTEL| CONJONCTURE| PRODUCTION ANIMALE| PORCIN
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo034/detail/,IraAbo034,"Bovins. Fin 2018, quasi maintien des effectifs de bovins en France",2019_03,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,127,BOVIN| CHEPTEL| CONJONCTURE| PRODUCTION ANIMALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo026/detail/,IraAbo026,"Porcins : En 2018, les importations européennes de viande de porc sont en hausse",2019_03,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,87,ABATTAGE D'ANIMAUX| PRIX| PRODUCTION ANIMALE| CONJONCTURE| PORCIN| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19038/detail/,IraLeg19038,"Chou-fleur. En février 2019, les cours du chou-fleur se contractent fortement",2019_03,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,51,CHOU-FLEUR| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri043/detail/,IraPri043,"Prix agricoles alimentaires. En février 2019, augmentation des prix des produits agricoles à la production sur un an",2019_03,2019,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,47,INDICE| CONJONCTURE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo041/detail/,IraAbo041,"Porcins : En janvier 2019, hausse des exportations françaises de viande porcine vers la Chine",2019_03,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,42,ABATTAGE D'ANIMAUX| PRIX| PRODUCTION ANIMALE| CONJONCTURE| PORCIN| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai032/detail/,IraLai032,Lait. Nouvelle baisse de la collecte de lait de vache en janvier 2019,2019_03,2019,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,39,LAIT DE VACHE| CONJONCTURE| LAIT DE CHÈVRE| PRATIQUE D'ÉLEVAGE| COLLECTE LAITIÈRE| LAIT DE BREBIS
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex031/detail/,IraCex031,"Commerce extérieur. En janvier 2019, la croissance des exportations tire l’excédent agroalimentaire français",2019_03,2019,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,34,PRODUIT AGROALIMENTAIRE| CONJONCTURE| EXPORTATION| IMPORTATION
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19039/detail/,IraLeg19039,"Poireau. Des rendements en baisse, une offre en léger repli sur un an et des cours très soutenus",2019_03,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,26,PRIX| POIREAU| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo027/detail/,IraAbo027,"Ovins. En 2018, léger repli de la production ovine",2019_03,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,25,ABATTAGE D'ANIMAUX| OVIN| PRIX| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi028/detail/,IraAvi028,"Aviculture. En 2018, le déficit du commerce extérieur des viandes de poulet continue de se creuser",2019_03,2019,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,25,ABATTAGE D'ANIMAUX| PRIX| OEUF| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru033/detail/,IraFru033,"Stocks de pommes et de poires. Fin février 2019, les stocks de pommes sont en légère baisse alors que ceux de poires augmentent sur un an",2019_03,2019,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,23,PRIX| STOCK| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo042/detail/,IraAbo042,"Ovins. En février 2019, hausse des abattages d’ovins sur un an",2019_03,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,22,ABATTAGE D'ANIMAUX| OVIN| PRIX| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo025/detail/,IraAbo025,"Bovins. En 2018, léger repli de la production totale de bovins",2019_03,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,21,BOVIN| ABATTAGE D'ANIMAUX| PRIX| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo040/detail/,IraAbo040,"Bovins. En février 2019, repli des abattages de bovins",2019_03,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,20,BOVIN| ABATTAGE D'ANIMAUX| PRIX| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr030/detail/,IraCpr030,"Coûts de production. En janvier, le prix d’achat des intrants diminue de nouveau par rapport au mois précédent mais augmente sur un an",2019_03,2019,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,20,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli029/detail/,IraCli029,Climatologie. Une douceur exceptionnelle en février,2019_03,2019,p,Conjoncture – Infos Rapides,Infos Rap - Climatologie,Climatologie,CLIMAT,CLIMAT,,1,1,MÉTÉOROLOGIE| CONJONCTURE| CLIMATOLOGIE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu045/detail/,IraGcu045,Grandes Cultures. Surfaces 2019 - la hausse des soles de blé tendre et d’orges compense partiellement le recul du colza et le repli des betteraves industrielles,2019_04,2019,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,GC,GC,,1,99,PRIX| CONJONCTURE| RÉCOLTE| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPra057/detail/,IraPra057,Prairies. Une pousse excédentaire fin avril 2019,2019_04,2019,p,Conjoncture – Infos Rapides,Infos Rap - Prairies,Prairies,FOURRAGE,FOURRAGE,,1,68,CONJONCTURE| FOURRAGE| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex048/detail/,IraCex048,"Commerce extérieur. En février 2019, la hausse des importations pèse sur l’excédent agroalimentaire français",2019_04,2019,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,57,PRODUIT AGROALIMENTAIRE| CONJONCTURE| EXPORTATION| IMPORTATION
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri058/detail/,IraPri058,"Prix agricoles alimentaires. En mars 2019, la hausse des prix des produits agricoles à la production ralentit sur un an",2019_04,2019,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,57,INDICE| CONJONCTURE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai049/detail/,IraLai049,Lait. Le ralentissement de la collecte de lait de vache se poursuit en février,2019_04,2019,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,36,LAIT DE VACHE| CONJONCTURE| LAIT DE CHÈVRE| PRATIQUE D'ÉLEVAGE| COLLECTE LAITIÈRE| LAIT DE BREBIS
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli046/detail/,IraCli046,Climatologie. Douceur et pluviométrie contrastée en mars,2019_04,2019,p,Conjoncture – Infos Rapides,Infos Rap - Climatologie,Climatologie,CLIMAT,CLIMAT,,1,35,MÉTÉOROLOGIE| CONJONCTURE| CLIMATOLOGIE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi044/detail/,IraAvi044,"Aviculture. En janvier 2019, les soldes des balances commerciales des produits de l’aviculture se détériorent",2019_04,2019,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,32,ABATTAGE D'ANIMAUX| PRIX| OEUF| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19053/detail/,IraLeg19053,Laitue : Laitues d’hiver 2018-2019 - une production similaire à celle de l’an dernier et une chute des cours en fin de campagne,2019_04,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,32,LAITUE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo056/detail/,IraAbo056,"Ovins. En février 2019, repli des importations de viande ovine",2019_04,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,CAPOV,CAPOV,,1,30,ABATTAGE D'ANIMAUX| OVIN| PRIX| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19052/detail/,IraLeg19052,Endive. Les cours des endives reculent fortement en février et mars 2019,2019_04,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,29,ENDIVE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19050/detail/,IraLeg19050,"Carotte. Sur l’ensemble de la campagne 2018-2019, un recul des récoltes moindre que prévu et des cours soutenus",2019_04,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,28,PRIX| CONJONCTURE| CAROTTE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo054/detail/,IraAbo054,"Bovins. En mars 2019, nouvelle baisse des abattages de bovins",2019_04,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,BOVIN,BOVIN,,1,27,BOVIN| ABATTAGE D'ANIMAUX| PRIX| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAbo055/detail/,IraAbo055,"Porcins. En mars 2019, des perspectives de cours à la hausse pour le porc",2019_04,2019,p,Conjoncture – Infos Rapides,Infos Rap - Animaux,Animaux,PORC,PORC,,1,25,ABATTAGE D'ANIMAUX| PRIX| PRODUCTION ANIMALE| CONJONCTURE| PORCIN| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr047/detail/,IraCpr047,"Coûts de production. En février, le prix d’achat des intrants croît par rapport au mois précédent et sur un an",2019_04,2019,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,22,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19051/detail/,IraLeg19051,Chicorée. Chicorée d’hiver : une production en légère hausse sur un an et des cours fermes depuis octobre 2018,2019_04,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,22,CHICORÉE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg071/detail/,IraLeg071,Tomate. Des rendements en baisse en ce début de campagne 2019 pour la tomate fraîche,2019_05,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,877,PRIX| CONJONCTURE| TOMATE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19070/detail/,IraLeg19070,Fraise. Une production de fraises 2019 prévue en hausse par rapport à la moyenne 2014-2018,2019_05,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,231,FRAISE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu062/detail/,IraGcu062,"Grandes Cultures. Surfaces 2019 : la baisse des surfaces en blé dur, colza et betteraves est compensée par la progression des autres céréales à paille, du maïs et du tournesol",2019_05,2019,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,GC,GC,,1,221,PRIX| CONJONCTURE| RÉCOLTE| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPri072/detail/,IraPri072,"Prix agricoles alimentaires. En avril 2019, nouvelle hausse des prix des produits agricoles à la production",2019_05,2019,p,Conjoncture – Infos Rapides,Infos Rap - Prix,Prix,PRIX,PRIX,,1,65,INDICE| CONJONCTURE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraPra073/detail/,IraPra073,Prairies. Une pousse d’herbe contrastée en mai,2019_05,2019,p,Conjoncture – Infos Rapides,Infos Rap - Prairies,Prairies,FOURRAGE,FOURRAGE,,1,47,CONJONCTURE| FOURRAGE| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru19067/detail/,IraFru19067,"Cerise. En 2019, la production de cerises se redresserait sur un an",2019_05,2019,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,45,PRIX| CONJONCTURE| CERISE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru19063/detail/,IraFru19063,"Pêche. En 2019, rebond de la production de pêches par rapport à 2018",2019_05,2019,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,35,PÉPINIÈRE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLai066/detail/,IraLai066,Lait. Le recul de la collecte de lait de vache se réduit en mars,2019_05,2019,p,Conjoncture – Infos Rapides,Infos Rap - Lait,Lait,LAIT,LAIT,,1,33,LAIT DE VACHE| CONJONCTURE| LAIT DE CHÈVRE| PRATIQUE D'ÉLEVAGE| COLLECTE LAITIÈRE| LAIT DE BREBIS
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCli060/detail/,IraCli060,"Climatologie. Températures de saison, pluviométrie contrastée en avril",2019_05,2019,p,Conjoncture – Infos Rapides,Infos Rap - Climatologie,Climatologie,CLIMAT,CLIMAT,,1,31,MÉTÉOROLOGIE| CONJONCTURE| CLIMATOLOGIE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19069/detail/,IraLeg19069,Chou-fleur. Une production de choux-fleurs en léger repli sur un an mais des prix mieux orientés en début de campagne,2019_05,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,30,CHOU-FLEUR| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraAvi059/detail/,IraAvi059,Aviculture. Ralentissement des abattages de poulets et de dindes depuis l’été 2018,2019_05,2019,p,Conjoncture – Infos Rapides,Infos Rap - Aviculture,Aviculture,VOLAIL,VOLAIL,,1,29,ABATTAGE D'ANIMAUX| PRIX| OEUF| PRODUCTION ANIMALE| CONJONCTURE| COMMERCE EXTÉRIEUR| CONSOMMATION ALIMENTAIRE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru19061/detail/,IraFru19061,Abricot. La production d’abricot 2019 devrait retrouver son niveau de 2017,2019_05,2019,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,26,ABRICOT| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCex064/detail/,IraCex064,"Commerce extérieur. En mars 2019, la tendance haussière de l’excédent agroalimentaire se poursuit, portée par les échanges de produits bruts",2019_05,2019,p,Conjoncture – Infos Rapides,Infos Rap - Commerce extérieur,Commerce extérieur,COMEXT,COMEXT,,1,25,PRODUIT AGROALIMENTAIRE| CONJONCTURE| EXPORTATION| IMPORTATION
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraCpr065/detail/,IraCpr065,"Coûts de production. En mars, le prix d’achat des intrants croît par rapport au mois précédent et sur un an",2019_05,2019,p,Conjoncture – Infos Rapides,Infos Rap - Coûts de production,Coûts de production,PRIX,PRIX,,1,23,
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraFru068/detail/,IraFru068,"Stocks de pommes et de poires. Fin avril 2019, les stocks de pommes et de poires sont en hausse sur un an",2019_05,2019,p,Conjoncture – Infos Rapides,Infos Rap - Fruits,Fruits,FRUIT,FRUIT,,1,21,PRIX| STOCK| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraLeg19089/detail/,IraLeg19089,"Fraise. En mai 2019, une consommation de fraise en berne, pénalisée par la météo, et des prix à la baisse sur un an",2019_06,2019,p,Conjoncture – Infos Rapides,Infos Rap - Légumes,Légumes,LEGUME,LEGUME,,1,126,FRAISE| PRIX| CONJONCTURE| RÉCOLTE| COMMERCE EXTÉRIEUR| PRODUCTION VÉGÉTALE
http:/agreste.agriculture.gouv.fr/agreste-web/disaron/IraGcu079/detail/,IraGcu079,"Grandes Cultures. Une nette baisse de la production de colza, du fait de conditions de culture défavorables, mais une hausse pour les orges d’hiver",2019_06,2019,p,Conjoncture – Infos Rapides,Infos Rap - Grandes cultures,Grandes cultures,GC,GC,,1,108,PRIX| CONJONCTURE| RÉCOLTE| PRODUCTION VÉGÉTALE
