disaron_nom,nb de fichiers,noms des fichiers,urls des fichiers
IraEng25136,3,"[""2025_136inforapengrais.pdf"", ""2025_136donneesengrais-Graph.xlsx"", ""2025_136donneescomplémentaires.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraEng25136/2025_136inforapengrais.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraEng25136/2025_136donneesengrais-Graph.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraEng25136/2025_136donneescomplémentaires.xlsx""]"
IraEng2538,3,"[""2025_38inforapengrais.pdf"", ""2025_38donneesengrais-Graph.xlsx"", ""2025_38donneescomplémentaires.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraEng2538/2025_38inforapengrais.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraEng2538/2025_38donneesengrais-Graph.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraEng2538/2025_38donneescomplémentaires.xlsx""]"
IraEng2595,3,"[""2025_95inforapengrais.pdf"", ""2025_95donneesengrais-Graph.xlsx"", ""2025_95donneescomplémentaires.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraEng2595/2025_95inforapengrais.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraEng2595/2025_95donneesengrais-Graph.xlsx"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraEng2595/2025_95donneescomplémentaires.xlsx""]"
IraFru006,1,"[""2019_006inforapStockpommespoires.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru006/2019_006inforapStockpommespoires.pdf""]"
IraFru033,1,"[""2019_033inforapStockpommespoires.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru033/2019_033inforapStockpommespoires.pdf""]"
IraFru068,1,"[""2019_068inforapStockpommespoires.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru068/2019_068inforapStockpommespoires.pdf""]"
IraFru18006,1,"[""2018_006inforapstockspommepoire.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18006/2018_006inforapstockspommepoire.pdf""]"
IraFru18038,1,"[""2018_038inforapstockspommepoire.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18038/2018_038inforapstockspommepoire.pdf""]"
IraFru18062,1,"[""2018_062inforapabricot.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18062/2018_062inforapabricot.pdf""]"
IraFru18064,1,"[""2018_064inforappeche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18064/2018_064inforappeche.pdf""]"
IraFru18067,1,"[""2018_067inforapcerise.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18067/2018_067inforapcerise.pdf""]"
IraFru18071,1,"[""2018_071inforapstockspommepoire.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18071/2018_071inforapstockspommepoire.pdf""]"
IraFru18081,1,"[""2018_081inforappeche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18081/2018_081inforappeche.pdf""]"
IraFru18084,1,"[""2018_084inforapcerise.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18084/2018_084inforapcerise.pdf""]"
IraFru18097,1,"[""2018_097inforapAbricots.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18097/2018_097inforapAbricots.pdf""]"
IraFru18099,1,"[""2018_099inforappeche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18099/2018_099inforappeche.pdf""]"
IraFru18100,1,"[""2018_100inforapcerise.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18100/2018_100inforapcerise.pdf""]"
IraFru18104,1,"[""2018_104inforappoire.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18104/2018_104inforappoire.pdf""]"
IraFru18105,1,"[""2018_105inforappommes.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18105/2018_105inforappommes.pdf""]"
IraFru18113,1,"[""2018_113inforapstockpommepoire.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18113/2018_113inforapstockpommepoire.pdf""]"
IraFru18116,1,"[""2018_116inforapabricot.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18116/2018_116inforapabricot.pdf""]"
IraFru18118,1,"[""2018_118inforappomme-3.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18118/2018_118inforappomme-3.pdf""]"
IraFru18129,1,"[""2018_116inforappeche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18129/2018_116inforappeche.pdf""]"
IraFru18130,1,"[""2018_130inforapfruits-poire.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18130/2018_130inforapfruits-poire.pdf""]"
IraFru18131,1,"[""2018_131inforapfruits-pomme.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18131/2018_131inforapfruits-pomme.pdf""]"
IraFru18149,1,"[""2018_149inforappoire.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18149/2018_149inforappoire.pdf""]"
IraFru18150,1,"[""2018_150inforappomme.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18150/2018_150inforappomme.pdf""]"
IraFru18168,1,"[""2018_168inforappoire.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18168/2018_168inforappoire.pdf""]"
IraFru18169,1,"[""2018_169inforappomme.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru18169/2018_169inforappomme.pdf""]"
IraFru1880,1,"[""2018_080inforapabricot.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru1880/2018_080inforapabricot.pdf""]"
IraFru19061,1,"[""2019_061inforapabricot.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru19061/2019_061inforapabricot.pdf""]"
IraFru19063,1,"[""2019_063inforappeche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru19063/2019_063inforappeche.pdf""]"
IraFru19067,1,"[""2019_067inforapcerise.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru19067/2019_067inforapcerise.pdf""]"
IraFru19080,1,"[""2019_080inforapabricot.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru19080/2019_080inforapabricot.pdf""]"
IraFru19081,1,"[""2019_081inforappeche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru19081/2019_081inforappeche.pdf""]"
IraFru19082,1,"[""2019_082inforapcerisev2.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru19082/2019_082inforapcerisev2.pdf""]"
IraFru19098,1,"[""2019_098inforapabricotv2.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru19098/2019_098inforapabricotv2.pdf""]"
IraFru19101,1,"[""2019_101inforapcerise.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru19101/2019_101inforapcerise.pdf""]"
IraFru19104,1,"[""2019_104inforappoire.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru19104/2019_104inforappoire.pdf""]"
IraFru19105,1,"[""2019_105inforappomme.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru19105/2019_105inforappomme.pdf""]"
IraFru19116,1,"[""2019_116inforapabricot.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru19116/2019_116inforapabricot.pdf""]"
IraFru19117,1,"[""2019_117inforappeche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru19117/2019_117inforappeche.pdf""]"
IraFru19133,1,"[""2019_133inforappoire.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru19133/2019_133inforappoire.pdf""]"
IraFru19134,1,"[""2019_134inforappomme.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru19134/2019_134inforappomme.pdf""]"
IraFru19150,1,"[""IraFru19150.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru19150/IraFru19150.pdf""]"
IraFru19151,1,"[""IraFru19151.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru19151/IraFru19151.pdf""]"
IraFru19168,1,"[""2019_168inforappoire.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru19168/2019_168inforappoire.pdf""]"
IraFru19169,1,"[""2019_169inforappomme.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru19169/2019_169inforappomme.pdf""]"
IraFru19176,1,"[""IRFruitsSPP_Novembre2019.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru19176/IRFruitsSPP_Novembre2019.pdf""]"
IraFru20034,1,"[""2020_34inforapStockpommespoires.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru20034/2020_34inforapStockpommespoires.pdf""]"
IraFru2006,1,"[""2020_06inforapStockpommespoires.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2006/2020_06inforapStockpommespoires.pdf""]"
IraFru20091,1,"[""2020_91inforapabricot.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru20091/2020_91inforapabricot.pdf""]"
IraFru2057,1,"[""2020_057inforapabricot.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2057/2020_057inforapabricot.pdf""]"
IraFru2058,1,"[""2020_058inforappeche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2058/2020_058inforappeche.pdf""]"
IraFru2060,1,"[""2020_60inforapcerise.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2060/2020_60inforapcerise.pdf""]"
IraFru2075,1,"[""2020_75inforapabricot.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2075/2020_75inforapabricot.pdf""]"
IraFru2076,1,"[""2020_76inforappeche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2076/2020_76inforappeche.pdf""]"
IraFru2077,1,"[""2020_77inforapcerise.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2077/2020_77inforapcerise.pdf""]"
IraFru21032,1,"[""2021_32inforapStockpommespoires.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21032/2021_32inforapStockpommespoires.pdf""]"
IraFru21052,1,"[""2021_052inforapabricot.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21052/2021_052inforapabricot.pdf""]"
IraFru21054,1,"[""2021_054inforappeche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21054/2021_054inforappeche.pdf""]"
IraFru21055,1,"[""2021_055inforapcerise.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21055/2021_055inforapcerise.pdf""]"
IraFru21062,1,"[""2021_62inforapStockpommespoires.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21062/2021_62inforapStockpommespoires.pdf""]"
IraFru21070,1,"[""2021_070inforapabricot.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21070/2021_070inforapabricot.pdf""]"
IraFru21072,1,"[""2021_072inforappeche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21072/2021_072inforappeche.pdf""]"
IraFru21073,1,"[""2021_073inforapcerise.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21073/2021_073inforapcerise.pdf""]"
IraFru21088,1,"[""2021_088inforapabricot.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21088/2021_088inforapabricot.pdf""]"
IraFru21089,1,"[""2021_089inforappeche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21089/2021_089inforappeche.pdf""]"
IraFru21091,1,"[""2021_091inforapcerise.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21091/2021_091inforapcerise.pdf""]"
IraFru21095,1,"[""2021_095inforappoire.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21095/2021_095inforappoire.pdf""]"
IraFru21096,1,"[""2021_096inforappomme.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21096/2021_096inforappomme.pdf""]"
IraFru21100,1,"[""2021_100inforapStockpommespoires.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21100/2021_100inforapStockpommespoires.pdf""]"
IraFru21102,1,"[""2021_102inforapabricot.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21102/2021_102inforapabricot.pdf""]"
IraFru21104,1,"[""2021_104inforappeche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21104/2021_104inforappeche.pdf""]"
IraFru21105,1,"[""2021_105inforappomme.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21105/2021_105inforappomme.pdf""]"
IraFru21116,1,"[""2021_116inforappeche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21116/2021_116inforappeche.pdf""]"
IraFru21117,1,"[""2021_117inforappoire.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21117/2021_117inforappoire.pdf""]"
IraFru21118,1,"[""2021_118inforappomme.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21118/2021_118inforappomme.pdf""]"
IraFru21135,1,"[""2021_135inforappomme.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21135/2021_135inforappomme.pdf""]"
IraFru21153,1,"[""2021_153inforappoire.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21153/2021_153inforappoire.pdf""]"
IraFru21154,1,"[""2021_154inforappomme.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21154/2021_154inforappomme.pdf""]"
IraFru21156,1,"[""2021_156inforapStockpommespoires.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru21156/2021_156inforapStockpommespoires.pdf""]"
IraFru22006,1,"[""2022_06inforapStockpommespoires.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22006/2022_06inforapStockpommespoires.pdf""]"
IraFru22031,1,"[""2022_31inforapStockpommespoires.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22031/2022_31inforapStockpommespoires.pdf""]"
IraFru22047,1,"[""2022_47inforapAbricot.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22047/2022_47inforapAbricot.pdf""]"
IraFru22049,1,"[""2022_49inforapCerise.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22049/2022_49inforapCerise.pdf""]"
IraFru22054,1,"[""2022_54inforapPêche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22054/2022_54inforapPêche.pdf""]"
IraFru22055,1,"[""2022_55inforapStockpommespoires.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22055/2022_55inforapStockpommespoires.pdf""]"
IraFru22066,1,"[""2022_66inforapAbricot.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22066/2022_66inforapAbricot.pdf""]"
IraFru22067,1,"[""2022_67inforapPêche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22067/2022_67inforapPêche.pdf""]"
IraFru22069,1,"[""2022_69inforapCerise.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22069/2022_69inforapCerise.pdf""]"
IraFru22081,1,"[""2022_81inforapAbricot.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22081/2022_81inforapAbricot.pdf""]"
IraFru22083,1,"[""2022_83inforapPêche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22083/2022_83inforapPêche.pdf""]"
IraFru22084,1,"[""2022_84inforapCerise.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22084/2022_84inforapCerise.pdf""]"
IraFru22085,1,"[""2022_85inforapPoire.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22085/2022_85inforapPoire.pdf""]"
IraFru22086,1,"[""2022_86inforapPomme.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22086/2022_86inforapPomme.pdf""]"
IraFru22096,1,"[""2022_96inforapStockpommespoires.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22096/2022_96inforapStockpommespoires.pdf""]"
IraFru22099,1,"[""2022_99inforapPêche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22099/2022_99inforapPêche.pdf""]"
IraFru22100,1,"[""2022_100inforapPomme.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22100/2022_100inforapPomme.pdf""]"
IraFru22108,1,"[""2022_108inforapPêche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22108/2022_108inforapPêche.pdf""]"
IraFru22109,1,"[""2022_109inforapPoire.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22109/2022_109inforapPoire.pdf""]"
IraFru22110,1,"[""2022_110inforapPomme.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22110/2022_110inforapPomme.pdf""]"
IraFru22126,1,"[""2022_126inforapPoire.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22126/2022_126inforapPoire.pdf""]"
IraFru22127,1,"[""2022_127inforapPomme.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22127/2022_127inforapPomme.pdf""]"
IraFru22144,1,"[""2022_144inforapPoire.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22144/2022_144inforapPoire.pdf""]"
IraFru22145,1,"[""2022_145inforapPomme.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22145/2022_145inforapPomme.pdf""]"
IraFru22151,1,"[""2022_151inforapStockpommespoires.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru22151/2022_151inforapStockpommespoires.pdf""]"
IraFru2308,1,"[""2023_08inforapStockpommespoiresV2.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2308/2023_08inforapStockpommespoiresV2.pdf""]"
IraFru23095,1,"[""2023_95inforapAbricot.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru23095/2023_95inforapAbricot.pdf""]"
IraFru23108,2,"[""2023_108inforapPêche.pdf"", ""2023_108donneespêche.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru23108/2023_108inforapPêche.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru23108/2023_108donneespêche.xlsx""]"
IraFru23109,2,"[""2023_109inforapPoire.pdf"", ""2023_109donneespoire.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru23109/2023_109inforapPoire.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru23109/2023_109donneespoire.xlsx""]"
IraFru23110,2,"[""2023_110inforapPomme.pdf"", ""2023_110donneespomme.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru23110/2023_110inforapPomme.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru23110/2023_110donneespomme.xlsx""]"
IraFru23115,1,"[""2023_115inforapFraise.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru23115/2023_115inforapFraise.pdf""]"
IraFru23125,2,"[""2023_125inforapPoire.pdf"", ""2023_125donneespoire.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru23125/2023_125inforapPoire.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru23125/2023_125donneespoire.xlsx""]"
IraFru23126,2,"[""2023_126inforapPomme.pdf"", ""2023_126donneespomme.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru23126/2023_126inforapPomme.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru23126/2023_126donneespomme.xlsx""]"
IraFru23141,3,"[""null"", ""2023_141inforapPoire.pdf"", ""2023_141donneespoire.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru23141/null"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru23141/2023_141inforapPoire.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru23141/2023_141donneespoire.xlsx""]"
IraFru23142,2,"[""2023_142inforapPomme.pdf"", ""2023_142donneespomme.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru23142/2023_142inforapPomme.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru23142/2023_142donneespomme.xlsx""]"
IraFru23145,2,"[""2023_145inforapStockpommespoires.pdf"", ""2023_145donneesStockpommespoires.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru23145/2023_145inforapStockpommespoires.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru23145/2023_145donneesStockpommespoires.xlsx""]"
IraFru2327,1,"[""2023_27inforapStockpommespoires.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2327/2023_27inforapStockpommespoires.pdf""]"
IraFru2346,1,"[""2023_46inforapAbricot.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2346/2023_46inforapAbricot.pdf""]"
IraFru2350,1,"[""2023_50inforapCerise.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2350/2023_50inforapCerise.pdf""]"
IraFru2356,1,"[""2023_56inforapStockpommespoires.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2356/2023_56inforapStockpommespoires.pdf""]"
IraFru2363,1,"[""2023_63inforapAbricot.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2363/2023_63inforapAbricot.pdf""]"
IraFru2365,1,"[""2023_65inforapPêche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2365/2023_65inforapPêche.pdf""]"
IraFru2367,1,"[""2023_67inforapCerise.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2367/2023_67inforapCerise.pdf""]"
IraFru2380,1,"[""2023_80inforapAbricot.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2380/2023_80inforapAbricot.pdf""]"
IraFru2381,1,"[""2023_81inforapPêche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2381/2023_81inforapPêche.pdf""]"
IraFru2383,1,"[""2023_83inforapCerise.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2383/2023_83inforapCerise.pdf""]"
IraFru2386,1,"[""2023_86inforapPoire.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2386/2023_86inforapPoire.pdf""]"
IraFru2387,1,"[""2023_87inforapPomme.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2387/2023_87inforapPomme.pdf""]"
IraFru2389,1,"[""2023_89inforapStockpommespoiresV2.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2389/2023_89inforapStockpommespoiresV2.pdf""]"
IraFru2396,1,"[""2023_96inforapPêche.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2396/2023_96inforapPêche.pdf""]"
IraFru2397,1,"[""2023_97inforapPomme.pdf""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2397/2023_97inforapPomme.pdf""]"
IraFru2408,2,"[""2024_08inforapStockpommespoires.pdf"", ""2024_08donneesStockpommespoires.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2408/2024_08inforapStockpommespoires.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru2408/2024_08donneesStockpommespoires.xlsx""]"
IraFru24109,2,"[""2024_109inforapPoire.pdf"", ""2024_109donneespoire.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru24109/2024_109inforapPoire.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru24109/2024_109donneespoire.xlsx""]"
IraFru24121,2,"[""2024_121inforapFraise.pdf"", ""2024_121donneesFraise.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru24121/2024_121inforapFraise.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru24121/2024_121donneesFraise.xlsx""]"
IraFru24126,2,"[""2024_126inforapPoire.pdf"", ""2024_126donneespoire.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru24126/2024_126inforapPoire.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru24126/2024_126donneespoire.xlsx""]"
IraFru24127,2,"[""2024_127inforapPomme.pdf"", ""2024_127donneespomme.xlsx""]","[""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru24127/2024_127inforapPomme.pdf"", ""https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraFru24127/2024_127donneespomme.xlsx""]"
