Garder/Exclure,Nb de hits (à fin févr. 2026),disaron:nom_old,disaron:nom,dc:title,disaron:Complement_titre,disaron:chapeau,disaron:Auteur,disaron:categorie,disaron:collection,disaron:sous_collection,disaron:theme,disaron:annees_reference,disaron:descripteur,disaron:niveau_geographique,disaron:Date_premiere_publication,disaron:date_derniere_publication,ecm:versionLabel,disaron:Numerotation,url,nb de fichiers,noms des fichiers,urls des fichiers,disaron:date_modification,disaron:donnees,trouvé Estelle ?,lost,collection,themes,"themes_NEW-codes, avec les 4 catégo OLD à ôter (TOUTCULT, TOUTCHEP, AGROENV et GRAMEM)","theme_principal, via IA Mistral",PUBLICATIONS et CEP  Agreste2.0,Collection Agreste 2.0 fixed,Sous-Collection Agreste 2.0,Champ d'activité CEP,Fichiers manquants,Nb de pages,"themes_NEW-codes_revus-PB, sans les 4 anc catego fourre-tout"
Exclure,334,GraFra2024Chap12.5,GraFra2024Chap12.5,Produits agroalimentaires. Alimentation animale,Graph'Agri 2024,,,CHCLE,GRAFR,,PRAELEV,2023|1980|2000|2020|2021|2022,,FRANCE,2024/11/25 16:57,2024/11/25 16:57,0.2,"du chapitre : 12, pages 158 et 159",https:/agreste.agriculture.gouv.fr/agreste-web/disaron/GraFra2024Chap12.5/detail/,,,,2024/11/25 16:57,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-11-25T11:30:42.437Z\""\,\""Fichier\"":\""GraphAgri2024_alimentation-animale.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T11:30:42.437Z\""\,\""Fichier\"":\""GraphAgri2024_aliments-des-animaux-de-ferme_page158.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T11:30:42.437Z\""\,\""Fichier\"":\""GraphAgri2024_aliments-composes-pour-animaux_page159.xlsx\""}]",,0,,Pratiques d’élevage,PRAELEV,Pratiques d’élevage,Collections,Graph'Agri,Graph'Agri 2024,,,1,PRAELEV
Exclure,5270,GraFra2024Chap12.6,GraFra2024Chap12.6,"Produits agroalimentaires. Bovins, productions laitières",Graph'Agri 2024,● lait de vache et produits laitiers dans l'Union européenne ● cheptel bovin ● production et échanges extérieurs bovins ● prix bovins ● collecte lait de vache ● prix à la production du lait et des produits laitiers ● fabrication et commerce extérieur du lait et des produits laitiers,,CHCLE,GRAFR,,BOVIN|LAIT,2014|2023|1990|1970|1983,,FRANCE,2024/11/25 00:00,2024/11/27 12:14,0.3,"du chapitre : 12, pages 160 à 166",https:/agreste.agriculture.gouv.fr/agreste-web/disaron/GraFra2024Chap12.6/detail/,,,,2024/11/25 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-11-25T11:28:43.421Z\""\,\""Fichier\"":\""GraphAgri2024_bovins-productions-laitieres.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T11:28:43.421Z\""\,\""Fichier\"":\""GraphAgri2024_bovins_cheptel_page160.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T11:28:43.421Z\""\,\""Fichier\"":\""GraphAgri2024_bovins_production-et-echanges-exterieurs_page161.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T11:28:43.421Z\""\,\""Fichier\"":\""GraphAgri2024_bovins_prix_page162.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T11:28:43.421Z\""\,\""Fichier\"":\""GraphAgri2024_lait-de-vache_collecte_page163.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T11:28:43.421Z\""\,\""Fichier\"":\""GraphAgri2024_lait-de-vache-et-produits-laitiers-dans-UE_page164.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T11:28:43.421Z\""\,\""Fichier\"":\""GraphAgri2024_lait-et-produits laitiers_prix-a-la-production_page165.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T11:28:43.421Z\""\,\""Fichier\"":\""GraphAgri2024_lait-et-produits-laitiers_fabrication-et-commerce-exterieur_page166.xls\""}]",,0,,"Bovins, ovins, caprins, lait",CHEPTLAIT,"Bovins, ovins, caprins, lait",Collections,Graph'Agri,Graph'Agri 2024,,,7,CHEPTLAIT
Exclure,904,GraFra2024Chap12.7,GraFra2024Chap12.7,"Produits agroalimentaires. Ovins, caprins, collecte de lait",Graph'Agri 2024,● cheptel ovin et caprin ● lait de chèvre et brebis,,CHCLE,GRAFR,,CAPOV|VOLAIL,2023|1990|1980|2020|2022,,FRANCE,2024/11/25 16:58,2024/11/25 16:58,0.2,"du chapitre : 12, pages 167 et 168",https:/agreste.agriculture.gouv.fr/agreste-web/disaron/GraFra2024Chap12.7/detail/,,,,2024/11/25 16:58,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-11-25T11:24:52.634Z\""\,\""Fichier\"":\""GraphAgri2024_ovins-caprins-collecte-de-lait.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T11:24:52.634Z\""\,\""Fichier\"":\""GraphAgri2024_ovins-et-caprins_page167.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T11:24:52.634Z\""\,\""Fichier\"":\""GraphAgri2024_lait-de-chevre-et-brebis_page168.xls\""}]",,0,,"Bovins, ovins, caprins, lait|Volailles, œufs",CHEPTLAIT|VOLAIL,,Collections,Graph'Agri,Graph'Agri 2024,,,2,CHEPTLAIT|VOLAIL
Exclure,270,GraFra2024Chap12.8,GraFra2024Chap12.8,Produits agroalimentaires. Equidés,Graph'Agri 2024,,,CHCLE,GRAFR,,AUTANI,2023|2020,,FRANCE,2024/11/25 16:57,2024/11/25 16:57,0.2,"du chapitre : 12, page 169",https:/agreste.agriculture.gouv.fr/agreste-web/disaron/GraFra2024Chap12.8/detail/,,,,2024/11/25 16:57,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-11-25T11:19:06.652Z\""\,\""Fichier\"":\""GraphAgri2024_equides.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T11:19:06.652Z\""\,\""Fichier\"":\""GraphAgri2024_equides_page169.xlsx\""}]",,0,,Autres animaux et productions animales,AUTANI,Autres animaux et productions animales,Collections,Graph'Agri,Graph'Agri 2024,,,1,AUTANI
Exclure,824,GraFra2024Chap12.9,GraFra2024Chap12.9,Produits agroalimentaires. Porcins,Graph'Agri 2024,● cheptel  porcin ● prix et production,,CHCLE,GRAFR,,PORC,2023|1990|2015|2020,,FRANCE,2024/11/25 16:57,2024/11/25 16:58,0.2,"du chapitre : 12, pages 170 et 171",https:/agreste.agriculture.gouv.fr/agreste-web/disaron/GraFra2024Chap12.9/detail/,,,,2024/11/25 16:57,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-11-25T11:18:04.290Z\""\,\""Fichier\"":\""GraphAgri2024_porcins.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T11:18:04.290Z\""\,\""Fichier\"":\""GraphAgri2024_porcins_cheptel_page170.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T11:18:04.290Z\""\,\""Fichier\"":\""GraphAgri2024_porcins_prix-et-production_page171.xlsx\""}]",,0,,Porcins,PORC,Porcins,Collections,Graph'Agri,Graph'Agri 2024,,,2,PORC
Exclure,1517,GraFra2024Chap13.1,GraFra2024Chap13.1,Départements d'Outre-mer,Graph'Agri 2024,"● occupation des sols ● superficie agricole utilisée ● nombre et superficie des exploitations ● produits agricoles ● emploi agricole actifs permanents et volume de travail ● résultats économiques, production et résultat net ● industries agroalimentaires ● commerce extérieur",,CHCLE,GRAFR,,TAILLE|AGROEMP|RESECO,2023|1990|2000|2020|2010,,FRDOM,2024/11/25 00:00,2024/11/27 12:12,0.3,"du chapitre : 13, pages 179 à 188",https:/agreste.agriculture.gouv.fr/agreste-web/disaron/GraFra2024Chap13.1/detail/,,,,2024/11/25 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-11-25T11:05:46.017Z\""\,\""Fichier\"":\""GraphAgri2024_utilisation du territoire\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-27T10:30:55.263Z\""\,\""Fichier\"":\""GraphAgri2024_DOM_utilisation-du-territoire-SAU_page180.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T11:05:46.017Z\""\,\""Fichier\"":\""GraphAgri2024_DOM_produits-agricoles_page182.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T11:05:46.017Z\""\,\""Fichier\"":\""GraphAgri2024_DOM_emploi_actifs-permanents_page183.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T11:05:46.017Z\""\,\""Fichier\"":\""GraphAgri2024_DOM_emploi-volume-de-travail_page184.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T11:05:46.017Z\""\,\""Fichier\"":\""GraphAgri2024_DOM_resultats économiques_production_page185.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T11:05:46.017Z\""\,\""Fichier\"":\""GraphAgri2024_DOM_resultats économiques-resultat net_page186.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-27T10:30:55.263Z\""\,\""Fichier\"":\""GraphAgri2024_DOM_industries-agroalimentaires_page187.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T11:05:46.017Z\""\,\""Fichier\"":\""GraphAgri2024_DOM_commerce-exterieur_page188.xls\""}]",,0,,"Exploitations, spécialisation|Population agricole, emploi|Résultats économiques des exploitations",EXPLOITSPEC|POPAGREMP|RESECOMPTE,,Collections,Graph'Agri,Graph'Agri 2024,,,10,EXPLOITSPEC|POPAGREMP|RESECOMPTE
Exclure,2532,GraFra2024Chap2.1,GraFra2024Chap2.1,"Exploitations, foncier, installation. Exploitations en France",Graph'Agri 2024,● dimension économique et spécialisation ● statut ● surface agricole,,CHCLE,GRAFR,,STATUT,2000|2010|2020|1988,,FRANCE,2024/11/25 16:57,2024/11/25 16:57,0.2,"du chapitre : 2, pages 19 à 21",https:/agreste.agriculture.gouv.fr/agreste-web/disaron/GraFra2024Chap2.1/detail/,,,,2024/11/25 16:57,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-11-25T14:52:02.349Z\""\,\""Fichier\"":\""GraphAgri2024_exploitations-en-france.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:52:02.349Z\""\,\""Fichier\"":\""GraphAgri2024_exploitations_dimension-economique-et-specialisation_page19.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:52:02.349Z\""\,\""Fichier\"":\""GraphAgri2024_exploitations_statut_page20.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:52:02.349Z\""\,\""Fichier\"":\""GraphAgri2024_exploitations_surface-agricole_page21.xlsx\""}]",,0,,"Exploitations, spécialisation",EXPLOITSPEC,"Exploitations, spécialisation",Collections,Graph'Agri,Graph'Agri 2024,,,3,EXPLOITSPEC
Exclure,1263,GraFra2024Chap2.2,GraFra2024Chap2.2,"Exploitations, foncier, installation. Exploitations de l'Union européenne",Graph'Agri 2024,● nombre et taille ● main-d'œuvre,,CHCLE,GRAFR,,TAILLE,2020,,FRANCE,2024/11/25 16:57,2024/11/25 16:57,0.2,"du chapitre : 2, pages 22 et 23",https:/agreste.agriculture.gouv.fr/agreste-web/disaron/GraFra2024Chap2.2/detail/,,,,2024/11/25 16:57,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-11-25T14:48:36.362Z\""\,\""Fichier\"":\""GraphAgri2024_exploitations-de-lunion-europeenne.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:48:36.362Z\""\,\""Fichier\"":\""Graph'Agri2024_exploitations-de-UE_page22.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:48:36.362Z\""\,\""Fichier\"":\""GraphAgri2024_exploitations-de-UE_main-d-oeuvre_page23.xlsx\""}]",,0,,"Exploitations, spécialisation",EXPLOITSPEC,"Exploitations, spécialisation",Collections,Graph'Agri,Graph'Agri 2024,,,2,EXPLOITSPEC
Exclure,814,GraFra2024Chap2.3,GraFra2024Chap2.3,"Exploitations, foncier, installation. Foncier",Graph'Agri 2024,● mode de faire-valoir ● safer ● prix des terres et prés,,CHCLE,GRAFR,,TAILLE|PRIX,2023|1990|2000|2020|1970|2022,,FRANCE,2024/11/25 00:00,2024/11/27 12:13,0.3,"du chapitre : 2, pages 24 à 26",https:/agreste.agriculture.gouv.fr/agreste-web/disaron/GraFra2024Chap2.3/detail/,,,,2024/11/25 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-11-25T14:47:22.323Z\""\,\""Fichier\"":\""GraphAgri2024_foncier.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:47:22.323Z\""\,\""Fichier\"":\""GraphAgri2024_foncier_mode-de-faire-valoir_page24.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:47:22.323Z\""\,\""Fichier\"":\""GraphAgri2024_foncier_safer_page25.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-27T10:39:21.086Z\""\,\""Fichier\"":\""GraphAgri2024_foncier_prix-des-terres-et-pres_page26.xls\""}]",,0,,"Exploitations, spécialisation|Prix, coûts de production",EXPLOITSPEC|COUTPRIX,,Collections,Graph'Agri,Graph'Agri 2024,,,3,EXPLOITSPEC|COUTPRIX
Exclure,1257,GraFra2024Chap2.4,GraFra2024Chap2.4,"Exploitations, foncier, installation. Aides à l'installation",Graph'Agri 2024,● installations ● aides à l'installation,,CHCLE,GRAFR,,AGROINST|AIDE,1990|2000|2022,,FRANCE,2024/11/25 16:57,2024/11/25 16:57,0.2,"du chapitre : 2, pages 27 et 28",https:/agreste.agriculture.gouv.fr/agreste-web/disaron/GraFra2024Chap2.4/detail/,,,,2024/11/25 16:57,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-11-25T14:45:43.372Z\""\,\""Fichier\"":\""GraphAgri2024_installations-aides-a-linstallation.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:45:43.372Z\""\,\""Fichier\"":\""GraphAgri2024_installations_page27.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:45:43.372Z\""\,\""Fichier\"":\""GraphAgri2024_aides-a-installation_page28.xls\""}]",,0,,"Installation, équipement|Aides, PAC, Politiques publiques",INSTEQUIP|AIDPOLITIQ,,Collections,Graph'Agri,Graph'Agri 2024,,,2,INSTEQUIP|AIDPOLITIQ
Exclure,365,GraFra2024Chap2.5,GraFra2024Chap2.5,"Exploitations, foncier, installation. Équipement des exploitations",Graph'Agri 2024,● équipement des exploitations,,CHCLE,GRAFR,,EQUIP,2023|1988|2013,,FRANCE,2024/11/25 16:57,2024/11/25 16:57,0.2,"du chapitre : 2, page 29",https:/agreste.agriculture.gouv.fr/agreste-web/disaron/GraFra2024Chap2.5/detail/,,,,2024/11/25 16:57,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-11-25T14:44:19.868Z\""\,\""Fichier\"":\""GraphAgri2024_equipement-des-exploitations.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:44:19.868Z\""\,\""Fichier\"":\""GraphAgri2024_equipement-des-exploitations_page29.xlsx\""}]",,0,,"Installation, équipement",INSTEQUIP,"Installation, équipement",Collections,Graph'Agri,Graph'Agri 2024,,,1,INSTEQUIP
Exclure,473,GraFra2024Chap2.6,GraFra2024Chap2.6,"Exploitations, foncier, installation. Diversification des activités des exploitations agricoles",Graph'Agri 2024,● activités de diversification des exploitations,,CHCLE,GRAFR,,EQUIP,2020|2010,,FRANCE,2024/11/25 00:00,2024/11/25 17:30,0.3,"du chapitre : 2, page 30",https:/agreste.agriculture.gouv.fr/agreste-web/disaron/GraFra2024Chap2.6/detail/,,,,2024/11/25 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-11-25T14:42:33.283Z\""\,\""Fichier\"":\""GraphAgri2024_diversification-activités-des-exploitations.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:42:33.283Z\""\,\""Fichier\"":\""GraphAgri2024_diversification-des-activites-des-exploitations-agricoles_page30.xlsx\""}]",,0,,"Installation, équipement",INSTEQUIP,"Installation, équipement",Collections,Graph'Agri,Graph'Agri 2024,,,1,INSTEQUIP
Exclure,2272,GraFra2024Chap3.1,GraFra2024Chap3.1,Pratiques de culture et d'élevage. Pratiques culturales,Graph'Agri 2024,"● irrigation ● grandes cultures,  traitements phytosanitaires ● sols nus et labours en grandes cultures ● viticulture  traitements phytosanitaires ● viticulture  enherbement ● légumes",,CHCLE,GRAFR,,PROT|AUTPRA,2018|2020|2021|2019|2016|2010,,FRANCE,2024/11/25 16:57,2024/11/25 16:57,0.2,"du chapitre : 3, pages 31 à 37",https:/agreste.agriculture.gouv.fr/agreste-web/disaron/GraFra2024Chap3.1/detail/,,,,2024/11/25 16:57,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-11-25T14:40:36.882Z\""\,\""Fichier\"":\""GraphAgri2024_pratiques-culturales.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:40:36.882Z\""\,\""Fichier\"":\""GraphAgri2024_pratiques-culturales_irrigation_page31.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:40:36.882Z\""\,\""Fichier\"":\""GraphAgri2024_pratiques-culturales_grandes-cultures_traitements-phyto_page32.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:40:36.882Z\""\,\""Fichier\"":\""GraphAgri2024_pratiques-culturales_sols-nus-et-labours_grandes cultures_page33.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:40:36.882Z\""\,\""Fichier\"":\""GraphAgri2024_pratiques-culturales_arboriculture_traitements-phyto_page34.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:40:36.882Z\""\,\""Fichier\"":\""GraphAgri2024_pratiques-culturales_viticulture_traitements-phyto_page35.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:40:36.882Z\""\,\""Fichier\"":\""GraphAgri2024_pratiques-culturales_viticulture_enherbement_page36.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:40:36.882Z\""\,\""Fichier\"":\""GraphAgri2024_pratiques-culturales_legumes_page37.xls\""}]",,0,,Pratiques culturales,PRACULT,Pratiques culturales,Collections,Graph'Agri,Graph'Agri 2024,,,7,PRACULT
Exclure,595,GraFra2024Chap3.2,GraFra2024Chap3.2,Pratiques de culture et d'élevage. Engrais et produits de protection des cultures,Graph'Agri 2024,,,CHCLE,GRAFR,,PROT|FERTI,2023|2000|2020|1970|2022,,FRANCE,2024/11/25 16:57,2024/11/25 16:57,0.2,"du chapitre : 3, pages 38 et 39",https:/agreste.agriculture.gouv.fr/agreste-web/disaron/GraFra2024Chap3.2/detail/,,,,2024/11/25 16:57,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-11-25T14:37:46.557Z\""\,\""Fichier\"":\""GraphAgri2024_engrais-produits-de-protection-des-cultures.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:37:46.557Z\""\,\""Fichier\"":\""GraphAgri2024_engrais_page38.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:37:46.557Z\""\,\""Fichier\"":\""GraphAgri2024_produits-de-protection-des-cultures_page39.xls\""}]",,0,,Pratiques culturales,PRACULT,Pratiques culturales,Collections,Graph'Agri,Graph'Agri 2024,,,1,PRACULT
Exclure,608,GraFra2024Chap3.3,GraFra2024Chap3.3,Pratiques de culture et d'élevage. Pratiques d'élevage,Graph'Agri 2024,● bovins ● ovins ● caprins ● porcins ● volailles de chair,,CHCLE,GRAFR,,PRAELEV,2015|1980|2000,,FRANCE,2024/11/25 16:57,2024/11/25 16:57,0.2,"du chapitre : 3, pages 40 à 43",https:/agreste.agriculture.gouv.fr/agreste-web/disaron/GraFra2024Chap3.3/detail/,,,,2024/11/25 16:57,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-11-25T14:36:00.285Z\""\,\""Fichier\"":\""GraphAgri2024_pratiques-delevage.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:36:00.285Z\""\,\""Fichier\"":\""GraphAgri2024_pratiques-elevages_bovins_page40.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:36:00.285Z\""\,\""Fichier\"":\""GraphAgri2024_pratiques-elevages_porcins_page41.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:36:00.285Z\""\,\""Fichier\"":\""GraphAgri2024_pratiques-elevages_volailles-de-chair_page42.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:36:00.285Z\""\,\""Fichier\"":\""GraphAgri2024_pratiques-elevage_ovins-et-caprins_page43.xls\""}]",,0,,Pratiques d’élevage,PRAELEV,Pratiques d’élevage,Collections,Graph'Agri,Graph'Agri 2024,,,4,PRAELEV
Exclure,1128,GraFra2024Chap4.1,GraFra2024Chap4.1,"Population agricole, formation et recherche. Emploi",Graph'Agri 2024,● composition ● salariés agricoles ● temps de travail ● âge et sexe des exploitants  ● femmes en agriculture,,CHCLE,GRAFR,,SOCIO,2020|2010,,FRANCE,2024/11/25 16:57,2024/11/25 16:57,0.2,"du chapitre : 4, pages 44 à 48",https:/agreste.agriculture.gouv.fr/agreste-web/disaron/GraFra2024Chap4.1/detail/,,,,2024/11/25 16:57,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-11-25T14:33:04.291Z\""\,\""Fichier\"":\""GraphAgri2024_emploi.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:33:04.291Z\""\,\""Fichier\"":\""GraphAgri2024_emploi_composition_page44.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:33:04.291Z\""\,\""Fichier\"":\""GraphAgri2024_emploi_salaries-agricoles_page45.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:33:04.291Z\""\,\""Fichier\"":\""GraphAgri2024_emploi_temps-de-travail_page46.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:33:04.291Z\""\,\""Fichier\"":\""GraphAgri2024_emploi_age-et-sexe-des-exploitants_page47.xls\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:33:04.291Z\""\,\""Fichier\"":\""GraphAgri2024_emploi_les-femmes-en-agriculture_page48.xls\""}]",,0,,"Population agricole, emploi",POPAGREMP,"Population agricole, emploi",Collections,Graph'Agri,Graph'Agri 2024,,,5,POPAGREMP
Exclure,458,GraFra2024Chap4.2,GraFra2024Chap4.2,"Population agricole, formation et recherche. Conditions de travail",Graph'Agri 2024,● salariés et exploitants agricoles ●,,CHCLE,GRAFR,,AGROEMP,2022|2021|2019,,FRANCE,2024/11/25 16:57,2024/11/25 16:57,0.2,"du chapitre : 4, page 49",https:/agreste.agriculture.gouv.fr/agreste-web/disaron/GraFra2024Chap4.2/detail/,,,,2024/11/25 16:57,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-11-25T14:31:00.788Z\""\,\""Fichier\"":\""GraphAgri2024_conditions-de-travail_Chapitre4.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:31:00.788Z\""\,\""Fichier\"":\""GraphAgri2024_conditions-de-travail_salaries-et-exploitants-agricoles_page49.xlsx\""}]",,0,,"Population agricole, emploi",POPAGREMP,"Population agricole, emploi",Collections,Graph'Agri,Graph'Agri 2024,,,1,POPAGREMP
Exclure,365,GraFra2024Chap4.3,GraFra2024Chap4.3,"Population agricole, formation et recherche. Formation initiale",Graph'Agri 2024,"● selon l'âge, le sexe, l'installation dans ou hors cadre familial ● formation des exploitants",,CHCLE,GRAFR,,AGROFORM,2020|2016,,FRANCE,2024/11/25 00:00,2024/11/27 12:13,0.3,"du chapitre : 4, pages 50 et 51",https:/agreste.agriculture.gouv.fr/agreste-web/disaron/GraFra2024Chap4.3/detail/,,,,2024/11/25 00:00,"[{\""Type_de_fichier\"":\""2_FP\""\,\""Date_chargement\"":\""2024-11-25T14:29:51.889Z\""\,\""Fichier\"":\""GraphAgri2024_formation-initiale.pdf\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:29:51.889Z\""\,\""Fichier\"":\""GraphAgri2024_formation-initiale_age-sexe-aides-a-installation_page50.xlsx\""},{\""Type_de_fichier\"":\""5_FAS\""\,\""Date_chargement\"":\""2024-11-25T14:29:51.889Z\""\,\""Fichier\"":\""GraphAgri2024_formation-initiale_formation-des-exploitants_page51.xls\""}]",,0,,Formation,AGROFORM,Formation,Collections,Graph'Agri,Graph'Agri 2024,,,2,AGROFORM
