disaron_nom,nom_fichier,success,url_fichier
IraGcu21149,2021_149inforapgdescultures.pdf,0,https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu21149/2021_149inforapgdescultures.pdf
IraGcu21149,2021_149donneesdeptgrandescultures.xlsx,0,https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu21149/2021_149donneesdeptgrandescultures.xlsx
IraGcu21149,2021_149donneesgrandescultures.xlsx,0,https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu21149/2021_149donneesgrandescultures.xlsx
IraGcu22015,2022_15inforapgdescultures.pdf,0,https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu22015/2022_15inforapgdescultures.pdf
IraGcu22015,2022_15donneesdeptgrandesculturesV2.xlsx,0,https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu22015/2022_15donneesdeptgrandesculturesV2.xlsx
IraGcu22015,2022_15donneesgrandescultures.xlsx,0,https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu22015/2022_15donneesgrandescultures.xlsx
IraGcu22125,2022_125nforapgdescultures.pdf,0,https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu22125/2022_125nforapgdescultures.pdf
IraGcu22125,2022_125donneesdeptgrandescultures.xlsx,1,https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu22125/2022_125donneesdeptgrandescultures.xlsx
IraGcu22125,2022_125donneesgrandescultures_nouvelles-regions.xlsx,0,https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu22125/2022_125donneesgrandescultures_nouvelles-regions.xlsx
IraGcu24142,2024_142inforapgdescultures.pdf,1,https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu24142/2024_142inforapgdescultures.pdf
IraGcu24142,2024_142figuresgrandescultures.xlsx,0,https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu24142/2024_142figuresgrandescultures.xlsx
IraGcu24142,2024_142donnees_grandescultures_departements.xlsx,0,https://agreste.agriculture.gouv.fr/agreste-web/download/publication/publie/IraGcu24142/2024_142donnees_grandescultures_departements.xlsx
