disaron_nom,disaron:theme,themes_labels,themes_codes
GraFra2023Chap2.5,EQUIP,"Installation, équipement",INSTEQUIP
GraFra2023Chap3.1,PROT|AUTPRA,Pratiques culturales,PRACULT
GraFra2023Chap3.2,PRAELEV,Pratiques d’élevage,PRAELEV
GraFra2023Chap3.3,PROT|FERTI,Pratiques culturales,PRACULT
GraFra2023Chap4.1,SOCIO,"Population agricole, emploi",POPAGREMP
GraFra2023Chap4.2,AGROEMP,"Population agricole, emploi",POPAGREMP
GraFra2023Chap4.3,AGROFORM,Formation,AGROFORM
GraFra2023Chap4.4,AGROFORM,Formation,AGROFORM
GraFra2023Chap5.1,COMPTES,Résultats économiques des exploitations,RESECOMPTE
GraFra2023Chap5.2,RESECO,Résultats économiques des exploitations,RESECOMPTE
GraFra2023Chap5.3,RESECO,Résultats économiques des exploitations,RESECOMPTE
GraFra2023Chap5.4,RESECO,Résultats économiques des exploitations,RESECOMPTE
GraFra2023Chap5.5,RESECO,Résultats économiques des exploitations,RESECOMPTE
GraFra2023Chap6.1,IAAECO,Résultats économiques des IAA,IAAECO
GraFra2023Chap6.2,IAAECO,Résultats économiques des IAA,IAAECO
GraFra2023Chap6.3,IAAECO,Résultats économiques des IAA,IAAECO
GraFra2023Chap6.4,TISSU,Industries agro-alimentaires (IAA),IAA
GraFra2023Chap6.5,TIC,Industries agro-alimentaires (IAA),IAA
GraFra2023Chap6.6,AGROALIM,Industries agro-alimentaires (IAA),IAA
GraFra2023Chap6.7,IAAENV,Industries agro-alimentaires (IAA),IAA
GraFra2023Chap7.1,AQUAECO|AQUAPROD,"Pêche, aquaculture",PECHAQUA
GraFra2023Chap7.2,AQUAPROD,"Pêche, aquaculture",PECHAQUA
GraFra2023Chap7.3,AQUAPROD|COMEXT,"Pêche, aquaculture|Commerce extérieur, approvisionnements",PECHAQUA|COMEXTAPPRO
GraFra2023Chap8.1,RECBOIS,"Forêts, bois et dérivés",BOIS
GraFra2023Chap8.2,BOISECO|COMEXT,"Forêts, bois et dérivés|Commerce extérieur, approvisionnements",BOIS|COMEXTAPPRO
GraFra2023Chap9.1,AGROENV,Agriculture et environnement,AGROENV
GraFra2023Chap9.2,AIDE|SOQO,"Aides, PAC, Politiques publiques|Bio, labels, signes de qualité",AIDPOLITIQ|SOQO
GraFra2023Chap9.3,SOQO,"Bio, labels, signes de qualité",SOQO
GraFra2023Chap9.4,AGROENV|PROT,Agriculture et environnement|Pratiques culturales,AGROENV|PRACULT
GraFra2023Chap9.5,AGROENV|IAAENV,Agriculture et environnement|Industries agro-alimentaires (IAA),AGROENV|IAA
GraFra2023Integral,GRAMEM,Données de cadrage,GRAMEM
GraFra2024Chap0.1,RESECO,Résultats économiques des exploitations,RESECOMPTE
GraFra2024Chap0.2,RESECO,Résultats économiques des exploitations,RESECOMPTE
GraFra2024Chap1.1,CLIMAT,Climat,CLIMAT
GraFra2024Chap1.2,SOL|BIO,Sol,SOLBIODIV
GraFra2024Chap1.3,SOL|BIO,Sol,SOLBIODIV
GraFra2024Chap10.1,PRIX,"Prix, coûts de production",COUTPRIX
GraFra2024Chap10.2,ALIMCOMP|BILAN,"Alimentation, consommation|Commerce extérieur, approvisionnements",ALIMCOMP|COMEXTAPPRO
GraFra2024Chap10.3,SOQO,"Bio, labels, signes de qualité",SOQO
GraFra2024Chap11.1,COMEXT,"Commerce extérieur, approvisionnements",COMEXTAPPRO
GraFra2024Chap12.1,GC,Grandes cultures,GC
GraFra2024Chap12.10,VOLAIL,"Volailles, œufs",VOLAIL
GraFra2024Chap12.11,AGROALIM,Industries agro-alimentaires (IAA),IAA
GraFra2024Chap12.12,AGROALIM,Industries agro-alimentaires (IAA),IAA
GraFra2024Chap12.2,GC,Grandes cultures,GC
GraFra2024Chap12.3,LEGUME|FRUIT|HORTI,Fruits et légumes|Autres cultures,FRUILEG|AUTRCULT
GraFra2024Chap12.4,VITI,Viticulture,VITI
GraFra2024Chap12.5,PRAELEV,Pratiques d’élevage,PRAELEV
GraFra2024Chap12.6,BOVIN|LAIT,"Bovins, ovins, caprins, lait",CHEPTLAIT
GraFra2024Chap12.7,CAPOV|VOLAIL,"Bovins, ovins, caprins, lait|Volailles, œufs",CHEPTLAIT|VOLAIL
GraFra2024Chap12.8,AUTANI,Autres animaux et productions animales,AUTANI
GraFra2024Chap12.9,PORC,Porcins,PORC
GraFra2024Chap13.1,TAILLE|AGROEMP|RESECO,"Exploitations, spécialisation|Population agricole, emploi|Résultats économiques des exploitations",EXPLOITSPEC|POPAGREMP|RESECOMPTE
GraFra2024Chap2.1,STATUT,"Exploitations, spécialisation",EXPLOITSPEC
GraFra2024Chap2.2,TAILLE,"Exploitations, spécialisation",EXPLOITSPEC
GraFra2024Chap2.3,TAILLE|PRIX,"Exploitations, spécialisation|Prix, coûts de production",EXPLOITSPEC|COUTPRIX
GraFra2024Chap2.4,AGROINST|AIDE,"Installation, équipement|Aides, PAC, Politiques publiques",INSTEQUIP|AIDPOLITIQ
GraFra2024Chap2.5,EQUIP,"Installation, équipement",INSTEQUIP
GraFra2024Chap2.6,EQUIP,"Installation, équipement",INSTEQUIP
GraFra2024Chap3.1,PROT|AUTPRA,Pratiques culturales,PRACULT
GraFra2024Chap3.2,PROT|FERTI,Pratiques culturales,PRACULT
GraFra2024Chap3.3,PRAELEV,Pratiques d’élevage,PRAELEV
GraFra2024Chap4.1,SOCIO,"Population agricole, emploi",POPAGREMP
GraFra2024Chap4.2,AGROEMP,"Population agricole, emploi",POPAGREMP
GraFra2024Chap4.3,AGROFORM,Formation,AGROFORM
GraFra2024Chap4.4,AGROFORM,Formation,AGROFORM
GraFra2024Chap5.1,COMPTES,Résultats économiques des exploitations,RESECOMPTE
GraFra2024Chap5.2,RESECO,Résultats économiques des exploitations,RESECOMPTE
GraFra2024Chap5.3,RESECO,Résultats économiques des exploitations,RESECOMPTE
GraFra2024Chap5.4,RESECO,Résultats économiques des exploitations,RESECOMPTE
GraFra2024Chap6.1,IAAECO,Résultats économiques des IAA,IAAECO
GraFra2024Chap6.2,IAAECO,Résultats économiques des IAA,IAAECO
GraFra2024Chap6.3,IAAECO,Résultats économiques des IAA,IAAECO
GraFra2024Chap6.4,TISSU,Industries agro-alimentaires (IAA),IAA
GraFra2024Chap6.5,TIC,Industries agro-alimentaires (IAA),IAA
GraFra2024Chap6.6,AGROALIM,Industries agro-alimentaires (IAA),IAA
GraFra2024Chap6.7,IAAENV,Industries agro-alimentaires (IAA),IAA
GraFra2024Chap7.1,AQUAECO|AQUAPROD,"Pêche, aquaculture",PECHAQUA
GraFra2024Chap7.2,AQUAPROD,"Pêche, aquaculture",PECHAQUA
GraFra2024Chap7.3,AQUAPROD|COMEXT,"Pêche, aquaculture|Commerce extérieur, approvisionnements",PECHAQUA|COMEXTAPPRO
GraFra2024Chap8.1,RECBOIS,"Forêts, bois et dérivés",BOIS
GraFra2024Chap8.2,BOISECO|COMEXT,"Forêts, bois et dérivés|Commerce extérieur, approvisionnements",BOIS|COMEXTAPPRO
GraFra2024Chap9.1,AGROENV,Agriculture et environnement,AGROENV
GraFra2024Chap9.2,AIDE|SOQO,"Aides, PAC, Politiques publiques|Bio, labels, signes de qualité",AIDPOLITIQ|SOQO
GraFra2024Chap9.3,SOQO,"Bio, labels, signes de qualité",SOQO
GraFra2024Chap9.4,AGROENV|PROT,Agriculture et environnement|Pratiques culturales,AGROENV|PRACULT
GraFra2024Chap9.5,AGROENV|IAAENV,Agriculture et environnement|Industries agro-alimentaires (IAA),AGROENV|IAA
GraFra2024Integral,GRAMEM,Données de cadrage,GRAMEM
GraFra2025Chap0.1,RESECO,Résultats économiques des exploitations,RESECOMPTE
GraFra2025Chap0.2,RESECO,Résultats économiques des exploitations,RESECOMPTE
GraFra2025Chap1.1,CLIMAT,Climat,CLIMAT
GraFra2025Chap1.2,SOL|BIO,Sol,SOLBIODIV
GraFra2025Chap1.3,SOL|BIO,Sol,SOLBIODIV
GraFra2025Chap10.1,PRIX,"Prix, coûts de production",COUTPRIX
GraFra2025Chap10.2,ALIMCOMP|BILAN,"Alimentation, consommation|Commerce extérieur, approvisionnements",ALIMCOMP|COMEXTAPPRO
GraFra2025Chap10.3,SOQO,"Bio, labels, signes de qualité",SOQO
GraFra2025Chap11.1,COMEXT,"Commerce extérieur, approvisionnements",COMEXTAPPRO
GraFra2025Chap12.1,GC,Grandes cultures,GC
GraFra2025Chap12.10,VOLAIL,"Volailles, œufs",VOLAIL
GraFra2025Chap12.11,AGROALIM,Industries agro-alimentaires (IAA),IAA
GraFra2025Chap12.12,AGROALIM,Industries agro-alimentaires (IAA),IAA
GraFra2025Chap12.2,GC,Grandes cultures,GC
GraFra2025Chap12.3,LEGUME|FRUIT|HORTI,Fruits et légumes|Autres cultures,FRUILEG|AUTRCULT
GraFra2025Chap12.4,VITI,Viticulture,VITI
GraFra2025Chap12.5,PRAELEV,Pratiques d’élevage,PRAELEV
GraFra2025Chap12.6,BOVIN|LAIT,"Bovins, ovins, caprins, lait",CHEPTLAIT
GraFra2025Chap12.7,CAPOV|VOLAIL,"Bovins, ovins, caprins, lait|Volailles, œufs",CHEPTLAIT|VOLAIL
GraFra2025Chap12.8,AUTANI,Autres animaux et productions animales,AUTANI
GraFra2025Chap12.9,PORC,Porcins,PORC
GraFra2025Chap13.1,TAILLE|AGROEMP|RESECO,"Exploitations, spécialisation|Population agricole, emploi|Résultats économiques des exploitations",EXPLOITSPEC|POPAGREMP|RESECOMPTE
GraFra2025Chap2.1,STATUT,"Exploitations, spécialisation",EXPLOITSPEC
GraFra2025Chap2.2,TAILLE,"Exploitations, spécialisation",EXPLOITSPEC
GraFra2025Chap2.3,TAILLE|PRIX,"Exploitations, spécialisation|Prix, coûts de production",EXPLOITSPEC|COUTPRIX
GraFra2025Chap2.4,AGROINST|AIDE,"Installation, équipement|Aides, PAC, Politiques publiques",INSTEQUIP|AIDPOLITIQ
GraFra2025Chap2.5,EQUIP,"Installation, équipement",INSTEQUIP
GraFra2025Chap2.6,EQUIP,"Installation, équipement",INSTEQUIP
GraFra2025Chap3.1,PROT|AUTPRA,Pratiques culturales,PRACULT
GraFra2025Chap3.2,PROT|FERTI,Pratiques culturales,PRACULT
GraFra2025Chap3.3,PRAELEV,Pratiques d’élevage,PRAELEV
GraFra2025Chap4.1,SOCIO,"Population agricole, emploi",POPAGREMP
GraFra2025Chap4.2,AGROEMP,"Population agricole, emploi",POPAGREMP
GraFra2025Chap4.3,AGROFORM,Formation,AGROFORM
GraFra2025Chap4.4,AGROFORM,Formation,AGROFORM
GraFra2025Chap5.1,COMPTES,Résultats économiques des exploitations,RESECOMPTE
GraFra2025Chap5.2,RESECO,Résultats économiques des exploitations,RESECOMPTE
GraFra2025Chap5.3,RESECO,Résultats économiques des exploitations,RESECOMPTE
GraFra2025Chap5.4,RESECO,Résultats économiques des exploitations,RESECOMPTE
GraFra2025Chap6.1,IAAECO,Résultats économiques des IAA,IAAECO
GraFra2025Chap6.2,IAAECO,Résultats économiques des IAA,IAAECO
GraFra2025Chap6.3,IAAECO,Résultats économiques des IAA,IAAECO
GraFra2025Chap6.4,TISSU,Industries agro-alimentaires (IAA),IAA
GraFra2025Chap6.5,TIC,Industries agro-alimentaires (IAA),IAA
GraFra2025Chap6.6,AGROALIM,Industries agro-alimentaires (IAA),IAA
GraFra2025Chap6.7,IAAENV,Industries agro-alimentaires (IAA),IAA
GraFra2025Chap7.1,AQUAECO|AQUAPROD,"Pêche, aquaculture",PECHAQUA
GraFra2025Chap7.2,AQUAPROD,"Pêche, aquaculture",PECHAQUA
GraFra2025Chap7.3,AQUAPROD|COMEXT,"Pêche, aquaculture|Commerce extérieur, approvisionnements",PECHAQUA|COMEXTAPPRO
GraFra2025Chap8.1,RECBOIS,"Forêts, bois et dérivés",BOIS
GraFra2025Chap8.2,BOISECO|COMEXT,"Forêts, bois et dérivés|Commerce extérieur, approvisionnements",BOIS|COMEXTAPPRO
GraFra2025Chap9.1,AGROENV,Agriculture et environnement,AGROENV
GraFra2025Chap9.2,AIDE|SOQO,"Aides, PAC, Politiques publiques|Bio, labels, signes de qualité",AIDPOLITIQ|SOQO
GraFra2025Chap9.3,SOQO,"Bio, labels, signes de qualité",SOQO
GraFra2025Chap9.4,AGROENV|PROT,Agriculture et environnement|Pratiques culturales,AGROENV|PRACULT
GraFra2025Chap9.5,AGROENV|IAAENV,Agriculture et environnement|Industries agro-alimentaires (IAA),AGROENV|IAA
GraFra2025Integral,GRAMEM,Données de cadrage,GRAMEM
GraFraChap1.1,CLIMAT,Climat,CLIMAT
GraFraChap1.2,SOL|BIO,Sol,SOLBIODIV
GraFraChap10.1,PRIX,"Prix, coûts de production",COUTPRIX
GraFraChap10.2,ALIMCOMP|BILAN,"Alimentation, consommation|Commerce extérieur, approvisionnements",ALIMCOMP|COMEXTAPPRO
GraFraChap10.3,SOQO,"Bio, labels, signes de qualité",SOQO
GraFraChap11.1,COMEXT,"Commerce extérieur, approvisionnements",COMEXTAPPRO
GraFraChap12.1,GC,Grandes cultures,GC
GraFraChap12.10,VOLAIL,"Volailles, œufs",VOLAIL
GraFraChap12.11,AGROALIM,Industries agro-alimentaires (IAA),IAA
GraFraChap12.12,AGROALIM,Industries agro-alimentaires (IAA),IAA
GraFraChap12.2,GC,Grandes cultures,GC
GraFraChap12.3,LEGUME|FRUIT|HORTI,Fruits et légumes|Autres cultures,FRUILEG|AUTRCULT
GraFraChap12.4,VITI,Viticulture,VITI
GraFraChap12.5,PRAELEV,Pratiques d’élevage,PRAELEV
GraFraChap12.6,BOVIN|LAIT,"Bovins, ovins, caprins, lait",CHEPTLAIT
GraFraChap12.7,CAPOV|VOLAIL,"Bovins, ovins, caprins, lait|Volailles, œufs",CHEPTLAIT|VOLAIL
GraFraChap12.8,AUTANI,Autres animaux et productions animales,AUTANI
GraFraChap12.9,PORC,Porcins,PORC
GraFraChap13.1,TAILLE|AGROEMP|RESECO,"Exploitations, spécialisation|Population agricole, emploi|Résultats économiques des exploitations",EXPLOITSPEC|POPAGREMP|RESECOMPTE
GraFraChap2.1,STATUT,"Exploitations, spécialisation",EXPLOITSPEC
GraFraChap2.2,TAILLE,"Exploitations, spécialisation",EXPLOITSPEC
GraFraChap2.3,TAILLE|PRIX,"Exploitations, spécialisation|Prix, coûts de production",EXPLOITSPEC|COUTPRIX
GraFraChap2.4,AGROINST|AIDE,"Installation, équipement|Aides, PAC, Politiques publiques",INSTEQUIP|AIDPOLITIQ
GraFraChap2.5,EQUIP,"Installation, équipement",INSTEQUIP
GraFraChap3.1,PROT|AUTPRA,Pratiques culturales,PRACULT
GraFraChap3.2,PRAELEV,Pratiques d’élevage,PRAELEV
GraFraChap3.3,PROT|FERTI,Pratiques culturales,PRACULT
GraFraChap4.1,SOCIO,"Population agricole, emploi",POPAGREMP
GraFraChap4.3,AGROEMP,"Population agricole, emploi",POPAGREMP
GraFraChap4.4,AGROFORM,Formation,AGROFORM
GraFraChap4.5,AGROFORM,Formation,AGROFORM
GraFraChap5.1,COMPTES,Résultats économiques des exploitations,RESECOMPTE
GraFraChap5.2,RESECO,Résultats économiques des exploitations,RESECOMPTE
GraFraChap5.3,RESECO,Résultats économiques des exploitations,RESECOMPTE
GraFraChap5.4,RESECO,Résultats économiques des exploitations,RESECOMPTE
GraFraChap6.1,IAAECO,Résultats économiques des IAA,IAAECO
GraFraChap6.2,IAAECO,Résultats économiques des IAA,IAAECO
GraFraChap6.3,IAAECO,Résultats économiques des IAA,IAAECO
GraFraChap6.4,TISSU,Industries agro-alimentaires (IAA),IAA
GraFraChap6.5,TIC,Industries agro-alimentaires (IAA),IAA
GraFraChap6.6,AGROALIM,Industries agro-alimentaires (IAA),IAA
GraFraChap6.7,IAAENV,Industries agro-alimentaires (IAA),IAA
GraFraChap7.1,AQUAECO|AQUAPROD,"Pêche, aquaculture",PECHAQUA
GraFraChap7.2,AQUAPROD,"Pêche, aquaculture",PECHAQUA
GraFraChap7.3,AQUAPROD|COMEXT,"Pêche, aquaculture|Commerce extérieur, approvisionnements",PECHAQUA|COMEXTAPPRO
GraFraChap8.1,RECBOIS,"Forêts, bois et dérivés",BOIS
GraFraChap8.2,BOISECO|COMEXT,"Forêts, bois et dérivés|Commerce extérieur, approvisionnements",BOIS|COMEXTAPPRO
GraFraChap9.1,AGROENV,Agriculture et environnement,AGROENV
GraFraChap9.2,AIDE|SOQO,"Aides, PAC, Politiques publiques|Bio, labels, signes de qualité",AIDPOLITIQ|SOQO
GraFraChap9.3,SOQO,"Bio, labels, signes de qualité",SOQO
GraFraChap9.4,AGROENV|PROT,Agriculture et environnement|Pratiques culturales,AGROENV|PRACULT
GraFraChap9.5,AGROENV|IAAENV,Agriculture et environnement|Industries agro-alimentaires (IAA),AGROENV|IAA
GraFraIntegral,GRAMEM,Données de cadrage,GRAMEM
infographie-2024-1,VITI,Viticulture,VITI
Infographie-2024-1-en,VITI,Viticulture,VITI
Infographie-2025-2,GRAMEM,Données de cadrage,GRAMEM
Infographie-2025-2-en,GRAMEM,Données de cadrage,GRAMEM
Infographie-2026-1,GRAMEM,Données de cadrage,GRAMEM
IraAbo011,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo012,PORC,Porcins,PORC
IraAbo013,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo025,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo026,PORC,Porcins,PORC
IraAbo027,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo034,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo035,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo036,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo037,PORC,Porcins,PORC
IraAbo040,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo041,PORC,Porcins,PORC
IraAbo042,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo054,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo055,PORC,Porcins,PORC
IraAbo056,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo074,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo075,PORC,Porcins,PORC
IraAbo076,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo090,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo091,PORC,Porcins,PORC
IraAbo092,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo141,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo142,PORC,Porcins,PORC
IraAbo143,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo154,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo155,PORC,Porcins,PORC
IraAbo161,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo162,PORC,Porcins,PORC
IraAbo163,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo170,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo171,PORC,Porcins,PORC
IraAbo172,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo179,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo180,PORC,Porcins,PORC
IraAbo18011,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo18012,PORC,Porcins,PORC
IraAbo18013,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo18024,PORC,Porcins,PORC
IraAbo18025,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo18033,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo18034,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo18035,PORC,Porcins,PORC
IraAbo18039,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo18054,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo18055,PORC,Porcins,PORC
IraAbo18056,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo18075,PORC,Porcins,PORC
IraAbo18076,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo18091,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo18092,PORC,Porcins,PORC
IraAbo18093,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo181,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo18122,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo18123,PORC,Porcins,PORC
IraAbo18124,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo189,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo190,PORC,Porcins,PORC
IraAbo191,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo19123,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo19124,PORC,Porcins,PORC
IraAbo19125,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo19141,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo19142,PORC,Porcins,PORC
IraAbo19143,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo19149,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo19160,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo19161,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo19162,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo19177,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo19178,PORC,Porcins,PORC
IraAbo19179,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo19188,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo19189,PORC,Porcins,PORC
IraAbo19190,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo2011,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo20116,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo20117,PORC,Porcins,PORC
IraAbo20118,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo2012,PORC,Porcins,PORC
IraAbo2013,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo20134,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo20135,PORC,Porcins,PORC
IraAbo20136,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo20153,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo20154,PORC,Porcins,PORC
IraAbo20155,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo20181,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo20182,PORC,Porcins,PORC
IraAbo20183,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo2023,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo2024,PORC,Porcins,PORC
IraAbo2025,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo2035,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo2036,PORC,Porcins,PORC
IraAbo2037,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo2049,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo2050,PORC,Porcins,PORC
IraAbo2051,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo2067,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo2068,PORC,Porcins,PORC
IraAbo2069,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo2085,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo2086,PORC,Porcins,PORC
IraAbo2087,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21011,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21012,PORC,Porcins,PORC
IraAbo21013,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21021,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21022,PORC,Porcins,PORC
IraAbo21023,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21033,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21034,PORC,Porcins,PORC
IraAbo21035,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21045,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21046,PORC,Porcins,PORC
IraAbo21047,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21063,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21064,PORC,Porcins,PORC
IraAbo21065,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21077,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21078,PORC,Porcins,PORC
IraAbo21079,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21109,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21110,PORC,Porcins,PORC
IraAbo21111,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21127,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21128,PORC,Porcins,PORC
IraAbo21129,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21144,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21145,PORC,Porcins,PORC
IraAbo21146,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21157,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21158,PORC,Porcins,PORC
IraAbo21159,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21173,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo21174,PORC,Porcins,PORC
IraAbo21175,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo22010,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo22011,PORC,Porcins,PORC
IraAbo22012,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo22020,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo22021,PORC,Porcins,PORC
IraAbo22022,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo22028,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo22029,PORC,Porcins,PORC
IraAbo22030,CAPOV,"Bovins, ovins, caprins, lait",CHEPTLAIT
IraAbo22042,BOVIN,"Bovins, ovins, caprins, lait",CHEPTLAIT
